101.23,54.57,DFCM,1
107.08,41.87,DFCM,1
73.44,35.22,DFCM,1
111.84,47.93,DFCM,1
108.49,45.6,DFCM,1
86.44,39.08,DFCM,1
92.03,44.26,DFCM,1
112.83,48.69,DFCM,1
88.85,44.55,DFCM,1
83.97,47.86,DFCM,1
100.97,42.02,DFCM,1
114.21,48.07,DFCM,1
107.42,47.4,DFCM,1
131.55,55.46,DFCM,1
128.23,55.16,DFCM,1
125.69,55.16,DFCM,1
133.06,53.52,DFCM,1
132.06,54.93,DFCM,1
131.7,55.83,DFCM,1
131.34,54.88,DFCM,1
95.02,40.61,DFCM,1
123.38,44.59,DFCM,1
119.46,53.83,DFCM,1
119.4,49.01,DFCM,1
123.55,52.74,DFCM,1
132.4,53.49,DFCM,1
134.11,52.72,DFCM,1
129.33,35.13,DFCM,1
95.04,37.87,DFCM,1
127.73,53.24,DFCM,1
124,53.75,DFCM,1
128.65,53.1,DFCM,1
69.48,23.76,DFCM,1
74.36,29.88,DFCM,1
72.8,28,DFCM,1
64.8,26.18,DFCM,1
59.47,23.73,DFCM,1
100.15,39.46,DFCM,1
54.59,7.64,DFCM,1
62.82,14.88,DFCM,1
68.57,25.13,DFCM,1
52.94,24.76,DFCM,1
79.84,31.96,DFCM,1
112.53,42.93,DFCM,1
107.49,43.57,DFCM,1
108.44,44.27,DFCM,1
111.69,43.9,DFCM,1
109.82,43.88,DFCM,1
114.81,44.41,DFCM,1
111.18,44.17,DFCM,1
116.87,44.6,DFCM,1
110.95,40.31,DFCM,1
51.17,12.69,DFCM,1
105.46,41.66,DFCM,1
108.4,44.82,DFCM,1
121.54,54.71,DFCM,1
128.16,50.34,DFCM,1
122.24,54.49,DFCM,1
115.09,46.24,DFCM,1
60.19,20.03,DFCM,1
82.8,30.04,DFCM,1
77.93,29.5,DFCM,1
71.73,27.32,DFCM,1
91.75,42.21,DFCM,1
111.95,49,DFCM,1
99.99,38.17,DFCM,1
116.91,49.53,DFCM,1
101.81,47.3,DFCM,1
110.96,39.87,DFCM,1
95.25,40.02,DFCM,1
111.42,42.92,DFCM,1
106,37.68,DFCM,1
106.49,47.77,DFCM,1
107.12,46.98,DFCM,1
116.92,49.72,DFCM,1
108.33,48.34,DFCM,1
132.83,55.02,DFCM,1
130,39.62,DFCM,1
114.77,50.51,DFCM,1
135.68,55.88,DFCM,1
126.87,55.39,DFCM,1
106.55,48.43,DFCM,1
116.46,49.24,DFCM,1
120.65,42,DFCM,1
110.92,33.34,DFCM,1
112.74,49.31,DFCM,1
115.4,50.25,DFCM,1
113.36,48.25,DFCM,1
111.74,48.79,DFCM,1
115.6,49.14,DFCM,1
112.96,50.03,DFCM,1
109.62,46.91,DFCM,1
111.1,25.34,DFCM,1
79.48,30.44,DFCM,1
72.19,27.56,DFCM,1
76.03,29.65,DFCM,1
67.83,27.88,DFCM,1
82.86,31.52,DFCM,1
71.41,42.78,DFCM,1
111.73,46.55,DFCM,1
106.69,46.53,DFCM,1
105.7,46.93,DFCM,1
110.29,44.25,DFCM,1
108.95,46.92,DFCM,1
115.04,47.04,DFCM,1
108.35,47.44,DFCM,1
108.52,43.37,DFCM,1
98.1,45.57,DFCM,1
115.56,48.55,DFCM,1
96.17,39.52,DFCM,1
127.5,55.15,DFCM,1
123.45,54.72,DFCM,1
125.53,51.33,DFCM,1
109.66,47.58,DFCM,1
59.25,27.83,DFCM,1
127.5,54.75,DFCM,1
101.34,39.47,DFCM,1
128.41,55.48,DFCM,1
131.46,55.33,DFCM,1
109.3,49.02,DFCM,1
70.7,26.9,DFCM,1
77.74,29.63,DFCM,1
68.27,29.78,DFCM,1
108.62,48.2,DFCM,1
115.93,37.12,DFCM,1
111.52,48.34,DFCM,1
70.45,26.58,DFCM,1
73.83,27.34,DFCM,1
111.62,49.25,DFCM,1
111.48,48.39,DFCM,1
66.62,43.86,DFCM,1
112.35,42.8,DFCM,1
41.71,43.72,DFCM,1
110.26,47.42,DFCM,1
110.73,46.62,DFCM,1
115.92,48.25,DFCM,1
77.92,47.12,DFCM,1
115.59,46.66,DFCM,1
104.95,45.31,DFCM,1
105.74,48.87,DFCM,1
112.15,47.92,DFCM,1
103.88,45.83,DFCM,1
110.99,47.56,DFCM,1
113.05,47.38,DFCM,1
111.78,45.8,DFCM,1
104.44,46.64,DFCM,1
98.06,45.12,DFCM,1
109.47,48.34,DFCM,1
108.78,46.5,DFCM,1
77.03,29.18,DFCM,1
74.65,30.03,DFCM,1
71.69,27.03,DFCM,1
73.16,27.75,DFCM,1
72.48,20.62,DFCM,1
70.1,27.25,DFCM,1
67.17,27.45,DFCM,1
81.13,30.94,DFCM,1
71.57,27.8,DFCM,1
70.51,28.07,DFCM,1
77.18,30.07,DFCM,1
72.3,27.68,DFCM,1
57.98,27.62,DFCM,1
80.36,28.41,DFCM,1
125.97,54.61,DFCM,1
126.16,55.18,DFCM,1
129.99,55.57,DFCM,1
133.33,54.79,DFCM,1
131.08,54.01,DFCM,1
128.74,55.41,DFCM,1
30.53,14.93,DFCM,1
124.5,51.48,DFCM,1
131.78,55.31,DFCM,1
126.87,55.13,DFCM,1
129.36,54.71,DFCM,1
94.08,40.75,DFCM,1
88.01,28.15,DFCM,1
48.26,29.64,DFCM,1
75.26,22.1,DFCM,1
85.23,40.64,DFCM,1
95.4,41.16,DFCM,1
124.21,54.9,DFCM,1
131.5,55.33,DFCM,1
127.78,55.11,DFCM,1
94.86,41.04,DFCM,1
96.78,40.22,DFCM,1
78.89,47.16,DFCM,1
78.93,29.82,DFCM,1
120.52,49.46,DFCM,1
110.12,48.48,DFCM,1
105.52,48.08,DFCM,1
113.98,46.65,DFCM,1
109.9,47.62,DFCM,1
113.01,47.37,DFCM,1
109.12,46.28,DFCM,1
114.86,38.86,DFCM,1
109.98,46.97,DFCM,1
102.91,41.37,DFCM,1
98.26,46.44,DFCM,1
116.35,47.91,DFCM,1
125.5,55.03,DFCM,1
134.26,54.86,DFCM,1
129.53,53.04,DFCM,1
124,53.85,DFCM,1
65.29,26.33,DFCM,1
35.66,28.53,DFCM,1
122.5,51.72,DFCM,1
86.32,18.96,DFCM,1
126.3,54.78,DFCM,1
127.54,54.86,DFCM,1
128.15,53.15,DFCM,1
124.91,55.53,DFCM,1
131.03,54.54,DFCM,1
125.7,55.05,DFCM,1
