50.85,32.75,DFCM,2
60.93,33.1,DFCM,2
64.21,31.1,DFCM,2
54.88,29.12,DFCM,2
0.25,29.95,DFCM,2
58.58,29.49,DFCM,2
54.55,28.96,DFCM,2
57.05,27.93,DFCM,2
53.48,28.46,DFCM,2
47.65,26.95,DFCM,2
36.41,29.99,DFCM,2
47.47,24.68,DFCM,2
45.28,23.97,DFCM,2
44.87,24.16,DFCM,2
33.43,18.4,DFCM,2
34.29,17.83,DFCM,2
58.61,27.21,DFCM,2
29.37,11.74,DFCM,2
51.43,29.02,DFCM,2
55.86,28.48,DFCM,2
54.3,28.42,DFCM,2
51.99,28.89,DFCM,2
54.66,33.49,DFCM,2
63.08,31.67,DFCM,2
62.47,28.41,DFCM,2
46.53,29.86,DFCM,2
46.93,27.52,DFCM,2
63.57,30.19,DFCM,2
49.43,24.47,DFCM,2
38.98,21.47,DFCM,2
43.35,24.57,DFCM,2
43.63,27.11,DFCM,2
53.28,27.59,DFCM,2
57.34,28.56,DFCM,2
60.65,27.78,DFCM,2
44.25,32.32,DFCM,2
62.81,33.04,DFCM,2
64.88,33.17,DFCM,2
64.07,33.37,DFCM,2
62.46,32.25,DFCM,2
64.54,33.13,DFCM,2
32.1,17.17,DFCM,2
28.73,16.86,DFCM,2
61.16,31.71,DFCM,2
46.02,21.79,DFCM,2
54.5,32.35,DFCM,2
48.16,24.75,DFCM,2
61.04,33.07,DFCM,2
47.16,30.63,DFCM,2
62.39,32.17,DFCM,2
66.04,33.33,DFCM,2
65.08,33.16,DFCM,2
61.65,31.49,DFCM,2
64.13,33.03,DFCM,2
62.54,32.41,DFCM,2
61.5,33.13,DFCM,2
64.53,33.08,DFCM,2
60.75,32.83,DFCM,2
56.3,30.22,DFCM,2
45.87,27.72,DFCM,2
54.09,28.91,DFCM,2
53.08,26.58,DFCM,2
35.57,18.64,DFCM,2
55.67,27.7,DFCM,2
55.23,28.9,DFCM,2
54.43,28.89,DFCM,2
55.77,28,DFCM,2
30.03,16.59,DFCM,2
32.31,17.13,DFCM,2
27.32,17.64,DFCM,2
57.27,29.68,DFCM,2
58.76,18.07,DFCM,2
31.51,21.14,DFCM,2
54.97,32.71,DFCM,2
48.86,24.85,DFCM,2
64.41,33.1,DFCM,2
64.64,33.17,DFCM,2
63.37,33.09,DFCM,2
37.75,28.69,DFCM,2
58.55,30.09,DFCM,2
63.91,32.85,DFCM,2
52.03,26.87,DFCM,2
61.54,33.04,DFCM,2
38.44,19.73,DFCM,2
40.52,19.98,DFCM,2
45.48,23.85,DFCM,2
47.84,25.45,DFCM,2
53.37,27.65,DFCM,2
55.33,29.73,DFCM,2
57.05,29.14,DFCM,2
38.73,30.27,DFCM,2
34.09,16.37,DFCM,2
33.71,17.94,DFCM,2
36.25,17.87,DFCM,2
35.29,29.61,DFCM,2
54.63,29.72,DFCM,2
34.91,17.24,DFCM,2
54.98,29.04,DFCM,2
53.29,27.5,DFCM,2
53.07,28.39,DFCM,2
52.15,28.87,DFCM,2
35.5,27,DFCM,2
57.85,29.37,DFCM,2
59.89,30.37,DFCM,2
48.43,17.15,DFCM,2
60.85,33.25,DFCM,2
64.82,33.13,DFCM,2
67.38,33.28,DFCM,2
59.66,29.35,DFCM,2
65.12,33.11,DFCM,2
60.27,33.08,DFCM,2
59.97,31.58,DFCM,2
31.69,29.24,DFCM,2
64.27,32.97,DFCM,2
46.88,24.55,DFCM,2
62.92,32.39,DFCM,2
20.05,17.34,DFCM,2
33.38,17.52,DFCM,2
33.59,14.37,DFCM,2
34.12,19.74,DFCM,2
31.64,16.15,DFCM,2
33.51,17.77,DFCM,2
28.3,16.77,DFCM,2
49.24,27.33,DFCM,2
45.7,24.29,DFCM,2
