argonne,1002,7634.230518,1,1.264427075,0.29,0.16,0.67,0.78
argonne,35,54835.71341,1,1.552840562,0.26,0.13,0.63,0.83
argonne,708,2985.877936,0.002185451,1.002190923,0.81,0.73,0.73,0.79
argonne,962,9154.970664,1,1.3737207,0.37,0.15,0.65,0.78
argonne,195,114742.0055,0.005737235,1.001724634,0.78,0.76,0.71,0.76
argonne,353,10330.37153,1,1.607936998,0.29,0.12,0.72,0.93
argonne,161,2053.48686,0.005424732,1.004210005,0.9,0.88,0.83,0.87
argonne,505,4912.180716,1,1.002012651,0.43,0.27,0.74,0.81
argonne,737,13892.27324,0.001098298,1.003861004,0.82,0.73,0.73,0.8
argonne,566,55968.50908,1,1.711016379,0.17,0.06,0.6,0.81
argonne,754,2823.748397,1,1.003103662,0.31,0.19,0.54,0.59
argonne,330,90657.15102,1,1.385359845,0.34,0.15,0.78,0.91
argonne,102,69096.58212,1,2.719023491,0.19,0.07,0.42,0.86
argonne,592,Infinity,1,1.857659435,0.15,0.06,0.52,0.76
argonne,69,15816.4373,1,1.475764868,0.28,0.09,0.64,0.79
argonne,901,Infinity,1,1.857659435,0.16,0.05,0.58,0.84
argonne,559,Infinity,1,1.722288203,0.17,0.06,0.58,0.82
argonne,56,Infinity,1,1.570456754,0.25,0.08,0.63,0.79
argonne,1059,11362.17768,1,1.457220462,0.33,0.14,0.62,0.78
argonne,595,93225.09583,1,1.508815638,0.19,0.06,0.68,0.83
argonne,105,37401.4471,1,1.621684504,0.24,0.09,0.58,0.75
argonne,939,2546.689104,1,1.850344674,0.16,0.05,0.58,0.83
argonne,337,2936.45747,1,1.473810339,0.26,0.09,0.65,0.82
argonne,753,8879.911275,1,1.002291242,0.29,0.21,0.52,0.56
argonne,561,4906.608015,1,1.792252803,0.17,0.07,0.57,0.81
argonne,51,Infinity,1,1.721192871,0.25,0.12,0.59,0.82
argonne,798,529800.1136,1,1.002506266,0.31,0.21,0.54,0.59
argonne,308,1046.456081,1,1.004876859,0.36,0.23,0.53,0.57
argonne,906,9674.805304,1,1.786574871,0.17,0.05,0.59,0.83
argonne,791,73240.3179,1,1.001976805,0.3,0.21,0.53,0.57
argonne,58,19823.08968,1,1.912830558,0.21,0.07,0.52,0.79
argonne,765,100063.5707,1,1.002503129,0.33,0.21,0.58,0.63
argonne,557,2652.121281,1,1.991407089,0.14,0.05,0.51,0.76
argonne,133,1035.248746,0.003595761,1.001516588,0.84,0.75,0.76,0.81
argonne,301,738054.7102,1,1.007363577,0.33,0.21,0.58,0.63
argonne,67,62752.52401,1,1.24194267,0.36,0.19,0.69,0.78
argonne,1050,199339.5091,1,1.745390546,0.31,0.12,0.54,0.78
argonne,930,1172.333153,1,4.278411054,0.09,0.03,0.28,0.87
argonne,93,10330.37153,1,1.607936998,0.26,0.1,0.65,0.84
argonne,568,7396.551876,1,1.785661126,0.14,0.06,0.51,0.74
argonne,306,42808.92623,1,1.003318125,0.34,0.22,0.52,0.57
argonne,134,1641300.199,0.005303324,1.0029843,0.83,0.82,0.76,0.81
argonne,908,22636.33893,1,1.722613459,0.17,0.05,0.6,0.84
argonne,550,Infinity,1,1.434052758,0.17,0.08,0.64,0.78
argonne,762,767250.9945,1,1.007761115,0.33,0.21,0.57,0.62
argonne,796,449790.7645,1,1.002534212,0.31,0.21,0.54,0.58
argonne,94,9745.882012,1,1.426804124,0.26,0.14,0.62,0.75
argonne,937,56157.41135,1,2.014445353,0.17,0.06,0.57,0.89
argonne,339,669.7333868,1,1.356546971,0.36,0.1,0.72,0.84
argonne,1057,2372.665489,1,1.332794308,0.3,0.16,0.66,0.78
argonne,60,1311.97875,1,1.679983693,0.21,0.08,0.57,0.75
argonne,709,20826.93336,0.004874652,1.00302748,0.83,0.74,0.74,0.8
argonne,963,66365.08785,1,1.355476345,0.34,0.16,0.64,0.77
argonne,399,622681.6951,1,3.064827065,0.18,0.07,0.39,0.88
argonne,997,19929.51476,1,1.455281491,0.34,0.15,0.63,0.79
argonne,34,42651.49924,1,1.810567735,0.21,0.08,0.56,0.78
argonne,1003,8911.131118,1,1.522364839,0.28,0.14,0.61,0.78
argonne,160,1270.241732,0.001395187,1.003150158,0.82,0.73,0.74,0.8
argonne,352,Infinity,1,2.083495146,0.23,0.09,0.54,0.85
argonne,736,56214.6264,0.006595637,1.001422764,0.87,0.78,0.78,0.84
argonne,504,338089.06,1,1.001374975,0.43,0.27,0.76,0.82
argonne,194,738054.6166,0.007830854,1.007363577,0.89,0.87,0.8,0.86
argonne,1004,5829.580306,1,1.863659728,0.3,0.12,0.51,0.79
argonne,33,7365.935079,1,2.342342342,0.24,0.11,0.45,0.79
argonne,990,51882.01393,1,1.352417883,0.29,0.15,0.66,0.79
argonne,964,40987.22464,1,1.190108192,0.3,0.18,0.7,0.79
argonne,158,116012.4105,0.004920554,1.011196351,0.88,0.85,0.79,0.85
argonne,193,340620.6992,0.009085826,1.004070747,0.9,0.88,0.83,0.87
argonne,503,22086.00143,1,1.003505128,0.44,0.28,0.76,0.82
argonne,731,382.5051802,0.00312989,1.002353556,0.78,0.7,0.71,0.76
argonne,355,713996.983,1,1.549518845,0.28,0.12,0.68,0.87
argonne,167,53391.2017,0.005018821,1.003195507,0.84,0.82,0.76,0.81
argonne,1032,130288.5426,1,1.395378486,0.37,0.19,0.63,0.78
argonne,738,77230.76423,0.003501401,1.004220003,0.86,0.84,0.78,0.84
argonne,952,10855.45254,1,1.760257913,0.17,0.05,0.6,0.83
argonne,397,Infinity,1,1.577411168,0.28,0.21,0.67,0.89
argonne,999,57413.92268,1,1.368227732,0.36,0.16,0.65,0.79
argonne,363,10872.35534,1,1.625879805,0.27,0.1,0.64,0.83
argonne,151,8879.875889,0.004570848,1.002291242,0.78,0.76,0.71,0.75
argonne,535,3950.445207,1,1.548358734,0.17,0.07,0.62,0.78
argonne,707,449790.7613,0.003639672,1.002534212,0.81,0.73,0.73,0.79
argonne,955,13936.54942,1,1.305869429,0.33,0.17,0.66,0.79
argonne,169,3706849.966,0.004304675,1.001677048,0.87,0.85,0.8,0.84
argonne,1035,7884.956656,1,1.287263227,0.33,0.16,0.67,0.78
argonne,700,893445.6584,0.003766787,1.005434783,0.81,0.72,0.73,0.78
argonne,532,15812.0151,1,1.489073881,0.17,0.07,0.64,0.79
argonne,156,8942906.734,0.004341758,1.00373599,0.9,0.89,0.84,0.88
argonne,364,74228.71461,1,1.531363734,0.34,0.17,0.7,0.9
argonne,390,4797.982678,1,1.61314459,0.23,0.1,0.64,0.84
argonne,686,125119.0248,0.004550155,1.002488594,0.82,0.73,0.73,0.8
argonne,818,1872557.904,1,1.002216967,0.3,0.22,0.53,0.57
argonne,216,114742.0054,1,1.001724634,0.34,0.21,0.53,0.57
argonne,672,100063.5714,0.003744959,1.002503129,0.88,0.87,0.79,0.86
argonne,440,10001.483,1,1.004514049,0.43,0.3,0.75,0.82
argonne,229,1035.248746,1,1.001516588,0.37,0.26,0.55,0.6
argonne,827,54473.42989,1,1.008468802,0.31,0.22,0.55,0.59
argonne,447,1600.503989,1,1.00378993,0.43,0.27,0.74,0.81
argonne,675,127477.383,0.00413679,1.007222724,0.92,0.89,0.82,0.9
argonne,211,30838.15455,0.007035453,1.003600111,0.88,0.87,0.81,0.86
argonne,681,79786.34811,0.005038079,1.003527752,0.87,0.79,0.79,0.85
argonne,820,165527.4225,1,1.004100041,0.3,0.22,0.53,0.57
argonne,478,50099.4501,1,1.004294918,0.43,0.27,0.74,0.81
argonne,227,381006.6995,1,1.001689475,0.32,0.22,0.54,0.58
argonne,829,195155.2359,1,1.00098912,0.3,0.21,0.52,0.56
argonne,471,2032.635907,1,1.004980631,0.42,0.27,0.73,0.8
argonne,643,23814.63114,0.001000333,1.006714789,0.79,0.77,0.7,0.76
argonne,485,9047.602039,1,1.006979695,0.42,0.27,0.73,0.8
argonne,816,8132.954755,1,1.005561415,0.33,0.21,0.58,0.63
argonne,218,3474.22459,1,1.005813953,0.4,0.23,0.57,0.61
argonne,688,2590.506949,0.001651073,1.004424779,0.84,0.75,0.74,0.81
argonne,482,25311.93901,1,1.006594169,0.44,0.3,0.76,0.83
argonne,644,1298455.434,0.009323566,1.00883087,0.87,0.83,0.78,0.85
argonne,476,418999.7377,1,1.002636625,0.42,0.26,0.73,0.79
argonne,220,820663.4162,1,1.004817536,0.41,0.25,0.59,0.63
argonne,811,20826.93333,1,1.00302748,0.31,0.19,0.55,0.59
argonne,449,42554.98323,1,1.002095637,0.43,0.3,0.75,0.82
argonne,845,23708.33376,1,1.003521954,0.3,0.21,0.52,0.56
argonne,280,515372,1,1.003512133,0.4,0.23,0.56,0.61
argonne,422,2070.619659,1,1.901128069,0.24,0.08,0.57,0.84
argonne,610,36227.47862,1,2.024428376,0.14,0.05,0.51,0.76
argonne,274,237595.7598,1,1.004040637,0.4,0.23,0.57,0.62
argonne,628,666.3169429,1,1.676378306,0.15,0.06,0.56,0.75
argonne,842,2121.247217,1,1.006664152,0.33,0.22,0.58,0.62
argonne,273,1286274.663,1,1.008250192,0.41,0.29,0.58,0.63
argonne,617,Infinity,1,2.124042879,0.13,0.05,0.48,0.76
argonne,425,86811.85503,1,1.005158307,0.43,0.27,0.74,0.8
argonne,889,Infinity,1,1.733074994,0.17,0.05,0.6,0.84
argonne,287,48186.65182,1,1.008465319,0.34,0.21,0.54,0.59
argonne,874,Infinity,1,5.31442623,0.08,0.03,0.22,0.87
argonne,880,59068.28093,1,2.482957061,0.14,0.04,0.45,0.85
argonne,621,Infinity,1,2.011216566,0.14,0.05,0.49,0.75
argonne,413,80180.06479,1,1.50221533,0.34,0.12,0.68,0.84
argonne,245,1270.241732,1,1.003150158,0.31,0.19,0.54,0.59
argonne,887,4906.608015,1,1.792252803,0.18,0.07,0.62,0.88
argonne,289,91364.14523,1,1.003773585,0.32,0.21,0.54,0.58
argonne,619,1358.63978,1,1.618832237,0.16,0.06,0.58,0.74
argonne,873,Infinity,1,1.434052758,0.18,0.06,0.67,0.82
argonne,242,110316.2844,1,1.00308024,0.33,0.23,0.54,0.58
argonne,414,700.9240126,1,1.547279793,0.29,0.17,0.71,0.92
argonne,626,41542.94833,1,1.877218225,0.15,0.06,0.53,0.75
argonne,477,100152.6561,1,1.002513306,0.43,0.27,0.75,0.81
argonne,645,1270.230017,0.001395187,1.003150158,0.82,0.73,0.74,0.8
argonne,221,254537.2799,1,1.002745577,0.38,0.23,0.54,0.58
argonne,483,78084.52813,1,1.007002975,0.46,0.29,0.78,0.86
argonne,810,1020.555154,1,1.005820977,0.34,0.23,0.6,0.64
argonne,448,3079.170965,1,1.00501002,0.43,0.28,0.74,0.81
argonne,484,7543.99263,1,1.004625,0.44,0.28,0.78,0.84
argonne,828,3628.183789,1,1.006022845,0.32,0.21,0.56,0.61
argonne,226,3706849.811,1,1.001677048,0.39,0.33,0.58,0.62
argonne,642,1046.750348,0.005822416,1.005121951,0.78,0.7,0.7,0.76
argonne,470,108494.3998,1,1.00617284,0.42,0.26,0.73,0.8
argonne,689,42799.22353,0.002617801,1.003456858,0.78,0.69,0.69,0.75
argonne,219,2985.882731,1,1.002190923,0.35,0.2,0.55,0.59
argonne,817,115833.9755,1,1.001724634,0.3,0.22,0.52,0.56
argonne,680,1969.865455,0.00477707,1.002966343,0.86,0.76,0.77,0.83
argonne,674,2786.820761,0.004764173,1.005911487,0.9,0.86,0.81,0.87
argonne,446,53616.10624,1,1.0066361,0.43,0.29,0.76,0.82
argonne,210,37609.18697,0.010198078,1.000785238,0.81,0.79,0.74,0.78
argonne,821,23814.63114,1,1.006714789,0.31,0.21,0.53,0.58
argonne,479,65346.35479,1,1.002028055,0.43,0.27,0.74,0.81
argonne,217,292034.9656,1,1.006699304,0.34,0.22,0.55,0.6
argonne,819,216804.6811,1,1.009649286,0.32,0.19,0.55,0.61
argonne,441,92072.36843,1,1.004046427,0.43,0.26,0.73,0.8
argonne,673,48186.61624,0.00351922,1.008465319,0.83,0.74,0.74,0.81
argonne,687,1209239.036,0.006030769,1.006878176,0.87,0.77,0.78,0.85
argonne,826,110856.4292,1,1.00323475,0.3,0.21,0.53,0.58
argonne,228,12120.63185,1,1.001904762,0.37,0.22,0.55,0.59
argonne,618,1172.333153,1,4.278411054,0.08,0.03,0.25,0.78
argonne,872,Infinity,1,1.686319765,0.19,0.06,0.66,0.9
argonne,288,166713.399,1,1.002488594,0.31,0.21,0.54,0.58
argonne,886,Infinity,1,1.600498857,0.17,0.05,0.63,0.83
argonne,243,208130.324,1,1.001914399,0.37,0.24,0.56,0.59
argonne,627,93366.14448,1,1.889064618,0.15,0.06,0.52,0.76
argonne,415,11632.88581,1,1.474301483,0.36,0.21,0.68,0.84
argonne,881,93225.09583,1,1.508815638,0.21,0.06,0.73,0.9
argonne,875,705.7970876,1,1.781506339,0.18,0.07,0.63,0.9
argonne,412,19823.08968,1,1.912830558,0.22,0.05,0.54,0.83
argonne,620,10626.9166,1,1.995592181,0.16,0.07,0.55,0.84
argonne,244,3619.467409,1,1.004900588,0.39,0.25,0.6,0.64
argonne,629,Infinity,1,1.579399142,0.16,0.06,0.58,0.74
argonne,843,70093.99855,1,1.0059375,0.3,0.21,0.53,0.57
argonne,286,1011.532196,1,1.005268935,0.41,0.27,0.6,0.65
argonne,888,Infinity,1,1.76542567,0.17,0.05,0.6,0.83
argonne,272,321613.5781,1,1.00501002,0.37,0.23,0.52,0.56
argonne,424,5868.039357,1,1.004614094,0.42,0.25,0.71,0.79
argonne,616,3812.545144,1,1.889029004,0.16,0.07,0.56,0.82
argonne,844,463355.3399,1,1.005398816,0.32,0.2,0.55,0.6
argonne,611,Infinity,1,1.814360119,0.17,0.07,0.57,0.81
argonne,423,61017.64833,1,1.645045542,0.28,0.13,0.65,0.89
argonne,275,191475.7833,1,1.001740428,0.36,0.22,0.54,0.58
argonne,281,5492.223769,1,1.004614094,0.3,0.2,0.53,0.58
argonne,257,14793.00959,1,1.004990643,0.35,0.24,0.55,0.59
argonne,859,76220.91315,1,2.005853358,0.16,0.05,0.54,0.85
argonne,401,73838.29327,1,1.481204134,0.29,0.16,0.7,0.88
argonne,633,61202.85316,1,1.746776084,0.17,0.07,0.58,0.81
argonne,866,1244.93247,1,2.194495413,0.15,0.04,0.51,0.84
argonne,268,168260.2392,1,1.004075533,0.38,0.23,0.58,0.62
argonne,892,647.0757524,1,1.760907003,0.16,0.05,0.59,0.84
argonne,634,7927.865621,1,1.778163975,0.17,0.07,0.56,0.81
argonne,406,463.9269498,1,1.541498791,0.27,0.11,0.66,0.85
argonne,250,2930.923671,1,1.004948125,0.4,0.26,0.6,0.64
argonne,895,Infinity,1,1.494045534,0.2,0.07,0.7,0.88
argonne,861,93366.14448,1,1.889064618,0.17,0.05,0.58,0.85
argonne,439,32469.69997,1,1.004736599,0.43,0.27,0.75,0.82
argonne,292,77356.52856,1,1.003291794,0.4,0.24,0.58,0.62
argonne,868,4891.063985,1,1.629955047,0.17,0.06,0.63,0.84
argonne,266,291050.4857,1,1.006132618,0.39,0.25,0.59,0.63
argonne,602,58508.00526,1,1.833026961,0.15,0.06,0.52,0.74
argonne,430,992.7856176,1,1.003140539,0.43,0.27,0.75,0.81
argonne,259,1.28E+08,1,1.003438001,0.38,0.25,0.58,0.63
argonne,857,Infinity,1,1.859527478,0.16,0.05,0.57,0.84
argonne,437,101005.3172,1,1.007628568,0.44,0.29,0.75,0.82
argonne,605,Infinity,1,1.918048318,0.14,0.06,0.51,0.75
argonne,261,105195.0707,1,1.003601873,0.4,0.29,0.57,0.61
argonne,295,5193.679114,1,1.004455761,0.32,0.21,0.52,0.56
argonne,850,Infinity,1,1.579399142,0.18,0.05,0.63,0.82
argonne,408,33934.66312,1,1.97275641,0.22,0.1,0.55,0.84
argonne,804,1270.230018,1,1.003150158,0.31,0.19,0.54,0.59
argonne,651,3635534.474,0.002162422,1.002892263,0.79,0.71,0.71,0.77
argonne,463,220533.873,1,1.002143623,0.43,0.27,0.76,0.81
argonne,235,4905.311072,1,1.005194491,0.38,0.24,0.54,0.58
argonne,497,32083.19861,1,1.001951854,0.43,0.27,0.75,0.81
argonne,669,14793.09809,0.003412969,1.004990643,0.84,0.75,0.75,0.82
argonne,803,191663.722,1,1.006594169,0.33,0.21,0.58,0.62
argonne,490,1147.737714,1,1.002504696,0.42,0.26,0.73,0.8
argonne,232,268139.2004,1,1.00284948,0.4,0.28,0.53,0.57
argonne,464,8128.717017,1,1.006263048,0.45,0.28,0.77,0.84
argonne,656,2823.748397,0.003093102,1.003103662,0.82,0.73,0.73,0.8
argonne,499,2313.153167,1,1.003501401,0.42,0.26,0.73,0.79
argonne,835,1126.73931,1,1.002091714,0.3,0.22,0.53,0.57
argonne,694,9955329.906,0.003587229,1.002998681,0.83,0.74,0.75,0.81
argonne,452,68735.79915,1,1.002792758,0.43,0.26,0.74,0.81
argonne,660,1724.165909,0.003774602,1.00378993,0.77,0.69,0.69,0.75
argonne,204,2590.507039,0.002201431,1.004424779,0.84,0.75,0.74,0.81
argonne,658,527299.1713,0.002863203,1.003832641,0.86,0.81,0.76,0.83
argonne,832,268584.216,1,1.00284948,0.3,0.21,0.52,0.57
argonne,203,70011.09804,0.004037267,1.005623243,0.8,0.78,0.72,0.78
argonne,667,13936.32526,0.002811142,1.005138746,0.82,0.73,0.73,0.79
argonne,455,79771.47709,1,1.006336346,0.43,0.26,0.74,0.81
argonne,693,1906323.293,0.004686618,1.010268698,0.93,0.85,0.82,0.9
argonne,294,47002.15722,0.999695586,1.001219512,0.43,0.22,0.53,0.57
argonne,604,Infinity,1,2.050040139,0.15,0.06,0.52,0.82
argonne,436,1711101.877,1,1.003718394,0.43,0.28,0.75,0.82
argonne,260,696856.4232,1,1.00387401,0.41,0.3,0.58,0.62
argonne,851,1310.759728,1,1.751381215,0.17,0.05,0.61,0.84
argonne,409,69140.92849,1,1.429068755,0.29,0.14,0.69,0.84
argonne,267,7572.071851,1,1.006979695,0.37,0.21,0.52,0.57
argonne,869,Infinity,1,1.603970223,0.18,0.06,0.65,0.82
argonne,431,12285.16611,1,1.006714789,0.44,0.28,0.75,0.82
argonne,603,Infinity,1,1.600498857,0.16,0.06,0.58,0.75
argonne,293,1966.240049,1,1.002851928,0.4,0.27,0.58,0.62
argonne,856,1798.126748,1,1.866615854,0.16,0.05,0.57,0.84
argonne,258,209217.2134,1,1.004126701,0.37,0.2,0.54,0.58
argonne,407,Infinity,1,1.348263714,0.35,0.21,0.81,0.93
argonne,635,1798.126748,1,1.866615854,0.15,0.06,0.51,0.75
argonne,251,2820.772716,1,1.003103662,0.37,0.22,0.54,0.59
argonne,860,36227.47862,1,2.024428376,0.15,0.05,0.56,0.84
argonne,438,10627.1907,1,1.004354478,0.43,0.27,0.76,0.82
argonne,894,Infinity,1,2.124042879,0.15,0.04,0.52,0.85
argonne,858,16091.82499,1,1.493233784,0.18,0.06,0.66,0.82
argonne,256,17322.71863,1,1.005039688,0.32,0.22,0.55,0.6
argonne,632,26754.47938,1,1.699080524,0.15,0.06,0.54,0.75
argonne,400,76302.88713,1,1.502307337,0.3,0.12,0.7,0.86
argonne,893,79851.07147,1,1.707207207,0.19,0.07,0.65,0.88
argonne,269,129767.4418,1,1.003589744,0.32,0.24,0.53,0.57
argonne,867,33937.98769,1,1.98655191,0.16,0.05,0.55,0.84
argonne,659,1020.555154,0.004694836,1.005820977,0.91,0.89,0.82,0.89
argonne,833,34881.43163,1,1.001219512,0.3,0.22,0.52,0.56
argonne,692,3628.183791,0.008256786,1.006022845,0.85,0.84,0.77,0.83
argonne,202,105195.0707,0.005143541,1.003601873,0.86,0.84,0.78,0.83
argonne,454,21685.57258,1,1.007324157,0.44,0.27,0.76,0.83
argonne,666,30665.65409,0.004552352,1.004156276,0.87,0.85,0.79,0.85
argonne,834,3624.370579,1,1.005745516,0.33,0.21,0.58,0.62
argonne,498,134366.8888,1,1.005573942,0.43,0.29,0.74,0.81
argonne,661,191663.7288,0.004366812,1.006594169,0.88,0.78,0.79,0.86
argonne,453,12032.89352,1,1.006251954,0.43,0.27,0.75,0.81
argonne,205,515372.0165,0.003605514,1.003512133,0.87,0.85,0.78,0.84
argonne,695,767250.8972,0.007439311,1.007761115,0.88,0.85,0.78,0.86
argonne,668,5196.765693,0.006335128,1.004455761,0.76,0.68,0.69,0.74
argonne,802,5108.384865,1,1.005194491,0.31,0.21,0.54,0.58
argonne,233,8942906.735,1,1.00373599,0.35,0.26,0.6,0.63
argonne,657,17330.77471,0.003384307,1.005166331,0.85,0.75,0.76,0.82
argonne,465,2082.557122,1,1.005121951,0.42,0.27,0.73,0.8
argonne,491,2827.36361,1,1.005572442,0.42,0.26,0.72,0.79
argonne,805,382.5051802,1,1.002353556,0.3,0.22,0.53,0.57
argonne,496,6135.474486,1,1.007037748,0.44,0.28,0.77,0.83
argonne,462,5495.773305,1,1.002237592,0.43,0.27,0.76,0.82
argonne,650,268584.217,0.003843583,1.00284948,0.78,0.69,0.7,0.76
argonne,234,1193525.141,1,1.006815788,0.39,0.24,0.55,0.6
argonne,346,16089.84594,1,1.467889908,0.26,0.12,0.66,0.82
argonne,948,Infinity,1,2.050040139,0.16,0.06,0.57,0.9
argonne,174,1286274.755,0.009513843,1.008250192,0.88,0.86,0.8,0.85
argonne,510,21593.72216,1,1.003728735,0.43,0.27,0.75,0.82
argonne,722,1150104.244,0.004063098,1.002156205,0.82,0.73,0.73,0.79
argonne,1028,7679.786036,1,1.369972196,0.36,0.17,0.64,0.78
argonne,180,191475.7833,0.004467055,1.001740428,0.8,0.79,0.73,0.78
argonne,977,Infinity,1,1.701219512,0.32,0.14,0.56,0.79
argonne,379,5737.51022,1,1.654465131,0.31,0.14,0.67,0.89
argonne,983,15628.86505,1,1.400164069,0.33,0.15,0.64,0.78
argonne,1017,2425.663078,1,1.821821822,0.23,0.12,0.55,0.77
argonne,20,10693.21929,1,1.525847377,0.24,0.15,0.61,0.77
argonne,187,17322.71863,0.00426172,1.005039688,0.85,0.75,0.76,0.82
argonne,18,55599.8383,1,2.150775547,0.25,0.11,0.48,0.82
argonne,725,34881.43162,0.005479452,1.001219512,0.77,0.7,0.69,0.75
argonne,517,9671.899931,1,1.001362707,0.43,0.28,0.75,0.81
argonne,173,1048725.144,0.005484784,1.004086709,0.79,0.75,0.72,0.77
argonne,341,170789.199,1,1.704430603,0.3,0.18,0.7,0.97
argonne,27,742.97542,1,1.597244026,0.26,0.12,0.62,0.85
argonne,1010,47105.34442,1,1.426299849,0.27,0.16,0.63,0.78
argonne,9,33934.66312,1,1.97275641,0.2,0.08,0.52,0.78
