Dataset,Subset,Smoothness,Integer Percentage,Average Run Length,Gorilla CR,Sprintz CR,ToBinary CR,gzip CR,DFCMGorilla CR,DFCMSprintz CR
argonne,149,117201.1896,0.00383959,1.004501608,0.73,0.73,0.79,0.36826512,,
argonne,975,69908.46928,1,1.407471264,0.15,0.64,0.8,0.090700601,,
argonne,727,37610.74959,0.003333987,1.001178319,0.77,0.71,0.77,0.386770501,,
argonne,515,1832.042068,1,1.003228257,0.27,0.77,0.83,0.231575841,,
argonne,171,1724.379864,0.005392289,1.00378993,0.77,0.7,0.76,0.380111738,,
argonne,343,Infinity,1,1.960839519,0.1,0.59,0.91,0.062277738,,
argonne,185,48186.65185,0.004060639,1.008465319,0.74,0.74,0.81,0.369687337,,
argonne,972,28874.33134,1,1.440322581,0.16,0.62,0.79,0.086191135,,
argonne,718,107423.2826,0.004545455,1.004204709,0.76,0.77,0.83,0.36603123,,
argonne,25,2070.619659,1,1.901128069,0.07,0.53,0.78,0.055449461,,
argonne,1012,20084.35455,1,1.368289983,0.16,0.65,0.79,0.084573148,,
argonne,388,2659.512935,1,1.801749271,0.1,0.6,0.84,0.065859909,,
argonne,986,Infinity,1,1.632083511,0.15,0.57,0.78,0.072372498,,
UCI,synthetic-control_TEST.csv,129230.2248,0,1,0.7,0.62,0.68,0.355623935,0.7,0.65
UCI,synthetic-control_TRAIN.csv,20277.98414,0,1,0.7,0.62,0.68,0.351327715,0.7,0.65
UCI,chess-krvkp_TRAIN.csv,31902.12145,0,1,0.71,0.64,0.69,0.020863564,0.71,0.67
UCI,chess-krvkp_TEST.csv,234632.2871,0,1,0.72,0.65,0.69,0.02250689,0.72,0.67
UCI,balance-scale_TRAIN.csv,2.20E+18,0.206521739,1.259552992,0.83,0.87,1.01,0.079229276,0.83,0.98
UCI,balance-scale_TEST.csv,754.4976591,0.184840426,1.227124183,0.83,0.87,0.99,0.092103103,0.83,0.96
UCI,statlog-german-credit_TEST.csv,4288.739687,0,1,0.71,0.64,0.69,0.069615128,0.71,0.66
UCI,statlog-german-credit_TRAIN.csv,12269.48282,0,1,0.71,0.64,0.69,0.064703711,0.71,0.66
UCI,acute-nephritis_TEST.csv,1132.277226,0,1,0.65,0.56,0.63,0.099855282,0.65,0.59
UCI,acute-nephritis_TRAIN.csv,203.0825672,0,1,0.62,0.54,0.6,0.071460341,0.62,0.56
UCI,pittsburg-bridges-MATERIAL_TRAIN.csv,495.3951722,0,1,0.72,0.64,0.7,0.13103098,0.72,0.68
UCI,pittsburg-bridges-MATERIAL_TEST.csv,211.1877583,0,1,0.75,0.67,0.72,0.183178326,0.75,0.71
UCI,musk-1_TRAIN.csv,59572.13862,0,1,0.7,0.63,0.68,0.326858261,0.7,0.66
UCI,musk-1_TEST.csv,21769.81724,0,1,0.7,0.63,0.68,0.330633713,0.7,0.66
UCI,cylinder-bands_TEST.csv,7028.321027,0,1,0.68,0.61,0.66,0.113285947,0.68,0.64
UCI,cylinder-bands_TRAIN.csv,16672.60192,0,1,0.67,0.61,0.65,0.102333416,0.67,0.64
UCI,low-res-spect_TEST.csv,1953.413942,0,1,0.68,0.59,0.66,0.350338559,0.68,0.61
UCI,low-res-spect_TRAIN.csv,262353.162,0,1,0.68,0.6,0.66,0.349069057,0.68,0.61
UCI,balloons_TRAIN.csv,32.16346331,0,1.826086957,0.03,0.03,0.41,0.092807425,0.03,0.05
UCI,balloons_TEST.csv,15.18135976,0,1.727272727,0.05,0.06,0.41,0.168393782,0.05,0.11
UCI,oocytesTrisopterusNucleus2f_TEST.csv,8592.16838,0,1,0.69,0.62,0.67,0.363741198,0.69,0.65
UCI,oocytesTrisopterusNucleus2f_TRAIN.csv,20689.13263,0,1,0.69,0.62,0.67,0.354799806,0.69,0.65
UCI,ionosphere_TEST.csv,2965.195,0,1,0.71,0.64,0.68,0.31847975,0.71,0.67
UCI,ionosphere_TRAIN.csv,70964.75441,0,1,0.7,0.64,0.68,0.295356605,0.7,0.67
UCI,breast-cancer-wisc-diag_TRAIN.csv,20971.72323,0,1,0.75,0.67,0.72,0.0788456,0.75,0.69
UCI,breast-cancer-wisc-diag_TEST.csv,1956.483523,0,1,0.75,0.67,0.73,0.096305561,0.75,0.7
UCI,pima_TRAIN.csv,4835.993256,0,1,0.68,0.61,0.65,0.217659607,0.68,0.64
UCI,pima_TEST.csv,2383.047574,0,1,0.68,0.61,0.66,0.245838726,0.68,0.65
,,,,,,,,,,
,,,,,,,,,,
UCI,pendigits_TRAIN.csv,128656.2955,0,1,0.71,0.63,0.69,0.244464776,0.71,0.67
UCI,pendigits_TEST.csv,128022.4355,0,1,0.71,0.63,0.69,0.245481906,0.71,0.67
UCI,conn-bench-sonar-mines-rocks_TRAIN.csv,6182.971856,0,1,0.69,0.62,0.67,0.353585475,0.69,0.64
UCI,conn-bench-sonar-mines-rocks_TEST.csv,2920.051296,0,1,0.69,0.61,0.67,0.360997963,0.69,0.64
UCI,flags_TEST.csv,1739.235631,0,1,0.66,0.59,0.64,0.089903916,0.66,0.61
UCI,flags_TRAIN.csv,4173.124015,0,1,0.66,0.59,0.64,0.072065238,0.66,0.61
UCI,soybean_TEST.csv,6358.074511,0.531707317,1.400078064,0.73,0.78,0.99,0.052441354,0.73,0.82
UCI,soybean_TRAIN.csv,9637.763519,0.558577406,1.420721868,0.75,0.81,1.02,0.045190928,0.75,0.87
UCI,statlog-shuttle_TRAIN.csv,248239.4948,0,1,0.71,0.65,0.68,0.148828023,0.71,0.69
UCI,statlog-shuttle_TEST.csv,548616.7899,0,1,0.71,0.65,0.68,0.149235679,0.71,0.69
UCI,molec-biol-splice_TEST.csv,82382.33501,0,1,0.7,0.61,0.68,0.082169489,0.7,0.65
UCI,molec-biol-splice_TRAIN.csv,5004244.168,0,1,0.7,0.61,0.68,0.079652696,0.7,0.65
UCI,horse-colic_TRAIN.csv,1.87E+07,0.16,1.035127296,0.78,0.73,0.78,0.1254776,0.78,0.77
UCI,horse-colic_TEST.csv,2436941.989,0.203963964,1.057971014,0.8,0.75,0.81,0.145121638,0.8,0.79
UCI,heart-switzerland_TEST.csv,340.0904502,0,1,0.72,0.65,0.7,0.182461659,0.72,0.68
UCI,heart-switzerland_TRAIN.csv,2813.313813,0,1,0.71,0.64,0.69,0.140100671,0.71,0.68
UCI,ozone_TEST.csv,91572.44277,0,1.000018252,0.69,0.61,0.67,0.287650779,0.69,0.62
UCI,ozone_TRAIN.csv,126995.9283,0,1.000007825,0.69,0.61,0.67,0.288281809,0.69,0.63
UCI,congressional-voting_TRAIN.csv,14714.25167,0,1.064812787,0.61,0.57,0.63,0.015167634,0.61,0.58
UCI,congressional-voting_TEST.csv,1293.181342,0,1.065615463,0.6,0.57,0.62,0.0191935,0.6,0.58
UCI,mushroom_TEST.csv,158082.4448,0,1,0.71,0.63,0.68,0.034653755,0.71,0.67
UCI,mushroom_TRAIN.csv,116214.6188,0,1,0.71,0.63,0.69,0.03350475,0.71,0.67
UCI,abalone_TRAIN.csv,12797.60951,0,1.000042768,0.7,0.62,0.68,0.234964684,0.7,0.64
UCI,abalone_TEST.csv,4961.823725,0,1,0.71,0.62,0.69,0.245108004,0.71,0.65
UCI,libras_TEST.csv,5288.370525,0,1,0.7,0.62,0.68,0.345148175,0.7,0.65
UCI,libras_TRAIN.csv,26063.65902,0,1,0.7,0.62,0.67,0.340409738,0.7,0.65
UCI,car2_TRAIN.csv,13216.01024,0.166253102,1.173244905,0.52,0.52,0.59,0.044403632,0.52,0.6
UCI,car2_TEST.csv,3262.495963,0.167630058,1.196538462,0.51,0.52,0.59,0.049573383,0.51,0.6
UCI,statlog-image_TRAIN.csv,210830.6406,0,1,0.69,0.62,0.67,0.278434524,0.69,0.65
UCI,statlog-image_TEST.csv,9532.163105,0,1,0.69,0.62,0.67,0.280405201,0.69,0.65
UCI,magic_TRAIN.csv,182174.2839,7.51E-06,1,0.69,0.62,0.67,0.348816655,0.69,0.64
UCI,magic_TEST.csv,89550.89482,1.75E-05,1,0.69,0.62,0.67,0.349899718,0.69,0.64
UCI,iris_TEST.csv,1149.596105,0,1,0.66,0.59,0.63,0.272126816,0.66,0.62
UCI,iris_TRAIN.csv,226.3457152,0,1,0.66,0.59,0.64,0.218516389,0.66,0.63
UCI,credit-approval_TEST.csv,3134.949496,0,1,0.73,0.65,0.7,0.143798581,0.73,0.69
UCI,credit-approval_TRAIN.csv,7406.151988,0,1,0.73,0.65,0.71,0.130640577,0.73,0.69
UCI,spect_TEST.csv,1038.394745,0.6,1.648547329,0.72,0.84,1.14,0.068388564,0.72,0.95
UCI,spect_TRAIN.csv,3378.939896,0.745945946,1.82868705,0.77,1.01,1.36,0.058101542,0.77,1.16
UCI,ilpd-indian-liver_TEST.csv,595.5324196,0,1,0.67,0.6,0.65,0.244664318,0.67,0.63
UCI,ilpd-indian-liver_TRAIN.csv,6926.729871,0,1,0.67,0.6,0.65,0.213250978,0.67,0.63
UCI,oocytesMerlucciusStates2f_TRAIN.csv,50723.43184,0,1,0.69,0.62,0.67,0.354806019,0.69,0.65
UCI,oocytesMerlucciusStates2f_TEST.csv,7992.605999,0,1,0.69,0.62,0.67,0.359165716,0.69,0.65
UCI,cardiotocography-3clases_TEST.csv,150982.8378,0,1,0.65,0.58,0.63,0.160233058,0.65,0.61
UCI,cardiotocography-3clases_TRAIN.csv,19131.14451,0,1,0.65,0.58,0.63,0.154528243,0.65,0.61
UCI,ringnorm_TRAIN.csv,99318.33755,0,1,0.69,0.63,0.67,0.352450643,0.69,0.66
UCI,ringnorm_TEST.csv,622151.2083,0,1,0.69,0.63,0.67,0.353430526,0.69,0.66
UCI,bank_TEST.csv,69971.40652,0,1,0.73,0.66,0.71,0.117669967,0.73,0.69
UCI,bank_TRAIN.csv,18184.16316,0,1,0.73,0.66,0.71,0.114895971,0.73,0.69
UCI,primary-tumor_TEST.csv,1972.014449,0,1,0.77,0.68,0.74,0.050852087,0.77,0.71
UCI,primary-tumor_TRAIN.csv,4605.475456,0,1,0.78,0.69,0.75,0.039228932,0.78,0.72
UCI,haberman-survival_TEST.csv,258.6986403,0,1,0.76,0.68,0.74,0.241816967,0.76,0.73
UCI,haberman-survival_TRAIN.csv,1322.750445,0,1,0.77,0.69,0.74,0.1925744,0.77,0.73
UCI,page-blocks_TEST.csv,93478.88961,0,1,0.66,0.59,0.64,0.258453873,0.66,0.61
UCI,page-blocks_TRAIN.csv,150806.5823,0,1,0.65,0.59,0.63,0.255112813,0.65,0.61
UCI,post-operative_TRAIN.csv,497.9720385,0,1,0.54,0.49,0.52,0.062268641,0.54,0.51
UCI,post-operative_TEST.csv,210.8989172,0,1,0.55,0.49,0.53,0.09098966,0.55,0.52
UCI,plant-shape_TEST.csv,15974.13931,0,1.000032554,0.68,0.59,0.66,0.348347223,0.68,0.59
UCI,plant-shape_TRAIN.csv,32555.09237,0,1,0.68,0.59,0.66,0.346731255,0.68,0.59
UCI,monks-1_TRAIN.csv,5911.362647,0.12596401,1.044782803,0.88,0.88,0.89,0.077953773,0.88,0.9
UCI,monks-1_TEST.csv,639.326943,0.137724551,1.045977011,0.9,0.89,0.91,0.095616625,0.9,0.92
UCI,fertility_TRAIN.csv,606.4365488,0,1,0.63,0.56,0.61,0.100348516,0.63,0.59
UCI,fertility_TEST.csv,744.1452606,0,1,0.63,0.57,0.61,0.143421796,0.63,0.6
UCI,spectf_TRAIN.csv,3724.746005,0,1,0.72,0.63,0.69,0.272647336,0.72,0.66
UCI,spectf_TEST.csv,2553.995199,0,1,0.72,0.64,0.7,0.300308071,0.72,0.66
UCI,heart-hungarian_TEST.csv,524.3821187,0,1,0.69,0.62,0.67,0.141658827,0.69,0.65
UCI,heart-hungarian_TRAIN.csv,1544.03033,0,1,0.7,0.63,0.68,0.116815502,0.7,0.66
UCI,breast-cancer_TRAIN.csv,3499.373006,0,1,0.63,0.56,0.61,0.058998302,0.63,0.59
UCI,breast-cancer_TEST.csv,5358.784926,0,1,0.61,0.55,0.59,0.077062643,0.61,0.58
UCI,heart-va_TRAIN.csv,8650.425944,0,1,0.64,0.57,0.62,0.115228987,0.64,0.61
UCI,heart-va_TEST.csv,1466.987834,0,1,0.62,0.55,0.6,0.141269347,0.62,0.59
UCI,energy-y1_TEST.csv,14769.51025,0.033549784,1,0.61,0.54,0.59,0.052826433,0.61,0.57
UCI,energy-y1_TRAIN.csv,8815.546251,0.030260708,1,0.61,0.54,0.59,0.04249316,0.61,0.57
UCI,statlog-australian-credit_TRAIN.csv,11314.5963,0,1,0.7,0.62,0.68,0.133025572,0.7,0.66
UCI,statlog-australian-credit_TEST.csv,2040.06918,0,1,0.7,0.62,0.68,0.149647836,0.7,0.66
UCI,conn-bench-vowel-deterding_TRAIN.csv,8487.245513,0,1,0.68,0.61,0.66,0.332998715,0.68,0.65
UCI,conn-bench-vowel-deterding_TEST.csv,3800.394965,0,1,0.68,0.61,0.66,0.342989425,0.68,0.65
UCI,planning_TEST.csv,11441.69732,0,1,0.68,0.62,0.66,0.377217087,0.68,0.65
UCI,planning_TRAIN.csv,1942.956808,0,1,0.7,0.63,0.68,0.370216075,0.7,0.66
UCI,annealing_TEST.csv,8781944.355,0.084707288,1.054561492,0.7,0.64,0.71,0.041785756,0.7,0.67
UCI,annealing_TRAIN.csv,6512506.287,0.105146908,1.069086715,0.7,0.65,0.72,0.037060438,0.7,0.67
UCI,lung-cancer_TEST.csv,920.8867167,0.057142857,1.100393701,0.64,0.64,0.68,0.147756459,0.64,0.67
UCI,lung-cancer_TRAIN.csv,1115.364234,0.060064935,1.107014388,0.62,0.63,0.67,0.09851552,0.62,0.65
UCI,molec-biol-promoter_TEST.csv,3113.815308,0,1,0.74,0.65,0.72,0.16138867,0.74,0.69
UCI,molec-biol-promoter_TRAIN.csv,2314.011528,0,1,0.74,0.65,0.72,0.117183507,0.74,0.69
UCI,semeion_TEST.csv,910938.7956,0,1.007003193,0.69,0.6,0.68,0.041573899,0.69,0.62
UCI,semeion_TRAIN.csv,2127938.309,0,1.006818198,0.69,0.6,0.68,0.040611834,0.69,0.62
UCI,statlog-vehicle_TRAIN.csv,7531.284801,0,1,0.69,0.61,0.67,0.198125574,0.69,0.65
UCI,statlog-vehicle_TEST.csv,6813.650823,0,1,0.7,0.62,0.68,0.2196759,0.7,0.66
UCI,lymphography_TRAIN.csv,2037.675182,0,1,0.76,0.67,0.73,0.067772277,0.76,0.7
UCI,lymphography_TEST.csv,1718.128723,0,1,0.76,0.68,0.74,0.089988623,0.76,0.71
UCI,cardiotocography-10clases_TRAIN.csv,54387.06016,0,1,0.65,0.58,0.63,0.155139558,0.65,0.61
UCI,cardiotocography-10clases_TEST.csv,10288.54884,0,1,0.65,0.58,0.63,0.159908573,0.65,0.61
UCI,pittsburg-bridges-T-OR-D_TRAIN.csv,163.1289406,0,1,0.72,0.64,0.7,0.126446861,0.72,0.69
UCI,pittsburg-bridges-T-OR-D_TEST.csv,156.5195707,0,1,0.71,0.63,0.69,0.171665351,0.71,0.68
UCI,letter_TEST.csv,322639.5748,0,1,0.64,0.58,0.62,0.089127573,0.64,0.62
UCI,letter_TRAIN.csv,245802.465,0,1,0.64,0.58,0.62,0.087977563,0.64,0.61
UCI,echocardiogram_TEST.csv,639.7352574,0,1,0.62,0.58,0.6,0.238399399,0.62,0.59
UCI,echocardiogram_TRAIN.csv,11507.13699,0,1,0.61,0.55,0.59,0.194372574,0.61,0.57
UCI,statlog-landsat_TRAIN.csv,165377.7102,0,1.000018503,0.7,0.63,0.68,0.259115241,0.7,0.66
UCI,statlog-landsat_TEST.csv,240691.7275,0,1.000028772,0.7,0.63,0.68,0.262393258,0.7,0.66
UCI,audiology-std_TEST.csv,5984.849524,0.085033036,1.297650131,0.55,0.55,0.68,0.038267751,0.55,0.59
UCI,audiology-std_TRAIN.csv,16059.62657,0.077817642,1.2924996,0.55,0.55,0.68,0.028264604,0.55,0.59
UCI,blood_TEST.csv,739.9522568,0,1.333827893,0.52,0.61,0.66,0.130859195,0.52,0.63
UCI,blood_TRAIN.csv,1317.94689,0,1.333545918,0.52,0.61,0.66,0.111905613,0.52,0.63
UCI,hill-valley_TEST.csv,374159.0232,0.016648352,1.003418332,0.8,0.67,0.78,0.336175855,0.8,0.67
UCI,hill-valley_TRAIN.csv,3749.163039,0.017205189,1.003170435,0.83,0.68,0.8,0.341503032,0.83,0.69
UCI,statlog-heart_TEST.csv,708.4299144,0,1,0.71,0.63,0.69,0.165160029,0.71,0.67
UCI,statlog-heart_TRAIN.csv,2467.579618,0,1,0.7,0.63,0.68,0.137993267,0.7,0.66
UCI,musk-2_TEST.csv,702532.5358,0,1,0.69,0.62,0.67,0.320046678,0.69,0.66
UCI,musk-2_TRAIN.csv,891407.6445,0,1,0.69,0.62,0.67,0.320415808,0.69,0.66
UCI,contrac_TRAIN.csv,60954.68992,0,1,0.75,0.68,0.73,0.064211216,0.75,0.71
UCI,contrac_TEST.csv,5803.429822,0,1,0.75,0.67,0.72,0.071974001,0.75,0.71
UCI,pittsburg-bridges-TYPE_TRAIN.csv,468.483494,0,1,0.66,0.59,0.64,0.118939984,0.66,0.62
UCI,pittsburg-bridges-TYPE_TEST.csv,251.4925563,0,1,0.69,0.61,0.67,0.172247024,0.69,0.65
UCI,glass_TRAIN.csv,4486.175812,0,1,0.7,0.63,0.68,0.28683346,0.7,0.66
UCI,glass_TEST.csv,3432.027385,0,1,0.71,0.63,0.68,0.311923921,0.71,0.66
UCI,pittsburg-bridges-SPAN_TRAIN.csv,12263.59207,0,1,0.61,0.54,0.59,0.116583748,0.61,0.58
UCI,pittsburg-bridges-SPAN_TEST.csv,205.7222397,0,1,0.62,0.55,0.59,0.158393331,0.62,0.58
UCI,breast-cancer-wisc-prog_TEST.csv,20924.95717,0,1,0.69,0.62,0.67,0.36502174,0.69,0.65
UCI,breast-cancer-wisc-prog_TRAIN.csv,1129.443099,0,1,0.68,0.61,0.66,0.35093179,0.68,0.64
UCI,spambase_TEST.csv,4971386.546,0,1,0.65,0.58,0.63,0.103890488,0.65,0.6
UCI,spambase_TRAIN.csv,109862.1258,0,1,0.65,0.58,0.64,0.103261817,0.65,0.6
UCI,optical_TEST.csv,751115.6378,0.005181942,1,0.7,0.63,0.68,0.154208123,0.7,0.67
UCI,optical_TRAIN.csv,1888798.035,0.005146691,1,0.7,0.63,0.68,0.152302462,0.7,0.67
UCI,chess-krvk_TEST.csv,27843.72843,0,1,0.7,0.62,0.67,0.068044312,0.7,0.66
UCI,chess-krvk_TRAIN.csv,79059.59831,0,1,0.69,0.62,0.67,0.067311557,0.69,0.66
UCI,breast-tissue_TRAIN.csv,1076.984146,0,1,0.69,0.62,0.66,0.372788438,0.69,0.64
UCI,breast-tissue_TEST.csv,1021.635023,0,1,0.7,0.63,0.68,0.398758498,0.7,0.66
UCI,zoo_TEST.csv,32220.71804,0,1,0.64,0.57,0.62,0.070686715,0.64,0.58
UCI,zoo_TRAIN.csv,92125.25124,0,1,0.64,0.57,0.62,0.041451846,0.64,0.58
UCI,wine2_TEST.csv,1463.086041,0,1,0.68,0.61,0.66,0.341869247,0.68,0.65
UCI,wine2_TRAIN.csv,29408.03271,0,1,0.67,0.6,0.65,0.308850181,0.67,0.64
UCI,seeds_TEST.csv,971.5880817,0,1,0.69,0.62,0.67,0.379527259,0.69,0.65
UCI,seeds_TRAIN.csv,706.7737315,0,1,0.7,0.63,0.68,0.368176539,0.7,0.66
UCI,wall-following_TEST.csv,30154.16053,0,1,0.69,0.61,0.66,0.310275326,0.69,0.64
UCI,wall-following_TRAIN.csv,270799.6873,0,1,0.69,0.62,0.67,0.309205587,0.69,0.64
UCI,parkinsons_TRAIN.csv,11404.15243,0,1,0.67,0.6,0.65,0.350527582,0.67,0.63
UCI,parkinsons_TEST.csv,4179.004282,0,1,0.68,0.6,0.66,0.361924686,0.68,0.63
UCI,miniboone_TEST.csv,6.90E+07,0,1.000345071,0.64,0.57,0.62,0.273399413,0.64,0.58
UCI,miniboone_TRAIN.csv,5.77E+08,0,1.000332917,0.64,0.57,0.62,0.273427,0.64,0.58
UCI,teaching_TRAIN.csv,8512.740948,0,1,0.79,0.73,0.76,0.15732172,0.79,0.75
UCI,teaching_TEST.csv,173.5415913,0,1,0.78,0.72,0.75,0.224682247,0.78,0.75
UCI,ecoli_TRAIN.csv,2168.223161,0.004255319,1,0.64,0.58,0.62,0.167385432,0.64,0.61
UCI,ecoli_TEST.csv,1696.082951,0.002828854,1,0.65,0.59,0.63,0.198837599,0.65,0.62
UCI,mammographic_TEST.csv,2.85E+07,0,1,0.67,0.61,0.65,0.098993099,0.67,0.64
UCI,mammographic_TRAIN.csv,7208.410374,0,1,0.67,0.6,0.65,0.080974007,0.67,0.63
UCI,oocytesMerlucciusNucleus4d_TRAIN.csv,29879.43509,0,1,0.69,0.61,0.67,0.351303753,0.69,0.64
UCI,oocytesMerlucciusNucleus4d_TEST.csv,19491.38815,0,1.00007946,0.69,0.62,0.67,0.35563839,0.69,0.64
UCI,vertebral-column-2clases_TEST.csv,627.1933561,0,1,0.69,0.62,0.67,0.382123575,0.69,0.65
UCI,vertebral-column-2clases_TRAIN.csv,1133.851319,0,1,0.7,0.63,0.67,0.376303011,0.7,0.66
UCI,titanic_TEST.csv,6537.040271,0,1,0.86,0.77,0.84,0.038902927,0.86,0.85
UCI,titanic_TRAIN.csv,15173.71827,0,1,0.86,0.77,0.84,0.032094518,0.86,0.85
UCI,twonorm_TEST.csv,321538.4438,0,1,0.69,0.62,0.67,0.351438556,0.69,0.66
UCI,twonorm_TRAIN.csv,165204.2789,0,1,0.69,0.63,0.67,0.35099276,0.69,0.66
UCI,plant-texture_TEST.csv,18838.92845,0,1,0.67,0.61,0.65,0.220282792,0.67,0.63
UCI,plant-texture_TRAIN.csv,100194.6049,0,1,0.67,0.61,0.65,0.217643742,0.67,0.63
UCI,wine-quality-white_TRAIN.csv,22627.18832,0,1,0.7,0.63,0.67,0.212703505,0.7,0.66
UCI,wine-quality-white_TEST.csv,16836.74746,0,1,0.69,0.62,0.67,0.217194053,0.69,0.66
UCI,breast-cancer-wisc_TEST.csv,836.3289938,0,1,0.75,0.67,0.73,0.091096911,0.75,0.69
UCI,breast-cancer-wisc_TRAIN.csv,25396.38336,0,1,0.75,0.67,0.72,0.080285661,0.75,0.69
UCI,steel-plates_TEST.csv,9057.492714,0,1.000317763,0.69,0.61,0.67,0.267678055,0.69,0.65
UCI,steel-plates_TRAIN.csv,279870.7907,0,1.000300104,0.69,0.61,0.67,0.263067979,0.69,0.64
UCI,acute-inflammation_TRAIN.csv,203.0825672,0,1,0.62,0.54,0.6,0.071905115,0.62,0.56
UCI,acute-inflammation_TEST.csv,1132.277226,0,1,0.65,0.56,0.63,0.100940666,0.65,0.59
UCI,thyroid_TRAIN.csv,84381.77183,0.022600151,1,0.64,0.58,0.62,0.086761749,0.64,0.6
UCI,thyroid_TEST.csv,70119.54882,0.022839506,1,0.64,0.58,0.62,0.08780767,0.64,0.6
UCI,monks-3_TEST.csv,2565.503998,0.131736527,1.04707113,0.88,0.87,0.89,0.095619302,0.88,0.9
UCI,monks-3_TRAIN.csv,1520.842347,0.129198966,1.044554455,0.87,0.86,0.88,0.077627521,0.87,0.89
UCI,nursery_TEST.csv,35954.1884,0.15004501,1.089651065,0.84,0.84,0.89,0.055284414,0.84,0.9
UCI,nursery_TRAIN.csv,83752.2514,0.14998071,1.08821148,0.84,0.84,0.89,0.054323366,0.84,0.9
UCI,oocytesTrisopterusStates5b_TRAIN.csv,18811.22053,0,1,0.68,0.61,0.66,0.352190011,0.68,0.64
UCI,oocytesTrisopterusStates5b_TEST.csv,5631.077947,0,1,0.68,0.61,0.66,0.355904562,0.68,0.64
UCI,energy-y2_TRAIN.csv,2613.612978,0.03189013,1,0.61,0.54,0.59,0.042322431,0.61,0.57
UCI,energy-y2_TEST.csv,1207.865448,0.029761905,1,0.61,0.54,0.59,0.053412345,0.61,0.57
UCI,adult_TRAIN.csv,325126.5531,0,1,0.67,0.61,0.65,0.103298324,0.67,0.63
UCI,adult_TEST.csv,1563053.992,0,1,0.67,0.61,0.65,0.103831994,0.67,0.63
UCI,arrhythmia_TEST.csv,40517.15731,8.42E-05,1.051682409,0.65,0.61,0.66,0.187823148,0.65,0.64
UCI,arrhythmia_TRAIN.csv,275200.0503,1.57E-04,1.051634784,0.65,0.61,0.66,0.184906956,0.65,0.64
UCI,monks-2_TEST.csv,2115.174174,0.101289134,1.036294174,0.86,0.83,0.86,0.091794159,0.86,0.87
UCI,monks-2_TRAIN.csv,14950.99903,0.127777778,1.043928719,0.89,0.87,0.9,0.076721107,0.89,0.91
UCI,connect-4_TEST.csv,1.14E+07,0,1,0.68,0.61,0.66,0.023305197,0.68,0.63
UCI,connect-4_TRAIN.csv,1717255.239,0,1,0.68,0.61,0.66,0.023234153,0.68,0.63
UCI,waveform_TRAIN.csv,63164.95021,0,1,0.69,0.62,0.67,0.32914959,0.69,0.66
UCI,waveform_TEST.csv,34609.41072,0,1,0.69,0.62,0.67,0.33152187,0.69,0.66
UCI,heart-cleveland_TRAIN.csv,4291.29941,0,1,0.62,0.56,0.6,0.122892356,0.62,0.59
UCI,heart-cleveland_TEST.csv,1170.439137,0,1,0.62,0.55,0.6,0.14768627,0.62,0.58
UCI,image-segmentation_TRAIN.csv,7611.131637,0.253590325,1.059943916,0.88,0.87,0.89,0.289188868,0.88,0.89
UCI,image-segmentation_TEST.csv,5352.980625,0.264790765,1.066341797,0.88,0.87,0.9,0.292029882,0.88,0.89
UCI,vertebral-column-3clases_TEST.csv,507.4506786,0,1,0.7,0.64,0.68,0.392147877,0.7,0.67
UCI,vertebral-column-3clases_TRAIN.csv,699.5575126,0,1,0.69,0.62,0.67,0.37335389,0.69,0.65
UCI,trains_TEST.csv,105.3725888,0.022988506,1.088607595,0.69,0.66,0.72,0.28909465,0.69,0.7
UCI,trains_TRAIN.csv,790.9573271,0.009852217,1.063157895,0.73,0.69,0.75,0.198617512,0.73,0.72
UCI,led-display_TEST.csv,1577.093474,0,1,0.69,0.61,0.67,0.032948275,0.69,0.65
UCI,led-display_TRAIN.csv,43984.12978,0,1,0.69,0.61,0.67,0.026913244,0.69,0.65
UCI,yeast_TEST.csv,1199.324056,0,1,0.73,0.66,0.7,0.152852556,0.73,0.69
UCI,yeast_TRAIN.csv,14224.08779,0,1,0.73,0.66,0.71,0.139438461,0.73,0.69
UCI,dermatology_TEST.csv,251030.4457,0,1,0.61,0.55,0.59,0.06089908,0.61,0.57
UCI,dermatology_TRAIN.csv,9649.941505,0,1,0.62,0.55,0.6,0.051311933,0.62,0.57
UCI,lenses_TEST.csv,18.62760631,0.0625,1.409090909,0.35,0.29,0.49,0.180952381,0.35,0.47
UCI,lenses_TRAIN.csv,91.57523033,0.09375,1.3125,0.4,0.28,0.49,0.1165234,0.4,0.47
UCI,plant-margin_TRAIN.csv,1693520.228,0,1,0.67,0.6,0.65,0.197600801,0.67,0.63
UCI,plant-margin_TEST.csv,49518.47509,0,1,0.67,0.6,0.65,0.201120975,0.67,0.63
UCI,hepatitis_TEST.csv,2660.872508,0,1,0.65,0.58,0.63,0.138764391,0.65,0.61
UCI,hepatitis_TRAIN.csv,4559.5141,0,1,0.65,0.58,0.63,0.11200398,0.65,0.61
UCI,pittsburg-bridges-REL-L_TRAIN.csv,490.1044694,0,1,0.75,0.67,0.73,0.134900542,0.75,0.72
UCI,pittsburg-bridges-REL-L_TEST.csv,198.3206985,0,1,0.74,0.66,0.72,0.167286245,0.74,0.71
UCI,waveform-noise_TRAIN.csv,372234.8507,0,1,0.7,0.63,0.68,0.337907567,0.7,0.66
UCI,waveform-noise_TEST.csv,35665.94503,0,1,0.7,0.63,0.68,0.338621459,0.7,0.66
