Average nBits,Block Size
62.00274725,1
62.00091575,1
62.0018315,1
62.0018315,1
62.0018315,1
61.94505495,1
62.0018315,1
61.94322344,1
62.0018315,1
62.00274725,1
62.0018315,1
62.0018315,1
62.00274725,1
62.0018315,1
62.0018315,1
62,1
61.94688645,1
62.0018315,1
62.00091575,1
62.00091575,1
62.0018315,1
62.00274725,1
62.00091575,1
62,1
62.0018315,1
62.0018315,1
62.00274725,1
62.00274725,1
62.0018315,1
62.00274725,1
62.00091575,1
62.0018315,1
62.0018315,1
62.00274725,1
62.00091575,1
62.0018315,1
62.00274725,1
62.00091575,1
62.00091575,1
62.0018315,1
62.0018315,1
62.00091575,1
62.00091575,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62.00274725,1
62.0018315,1
62.00091575,1
62.00274725,1
62.00274725,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62.00091575,1
62.0018315,1
61.94688645,1
62.00274725,1
62.00274725,1
62.0018315,1
62.00274725,1
62.00457875,1
62.00274725,1
62.00274725,1
62.00274725,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62.00274725,1
62.00274725,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62,1
62.0018315,1
62.00091575,1
62.0018315,1
62.00274725,1
62.0018315,1
62.0018315,1
62.0018315,1
62.00091575,1
62.00274725,1
62.0018315,1
62.00091575,1
62.0018315,1
62.00274725,1
62.00274725,1
62.00091575,1
62.00274725,1
62.00091575,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62.00274725,1
62.0018315,1
62.0018315,1
62.00274725,1
62.0018315,1
62.00274725,1
62.00274725,1
62.00274725,1
62.00091575,1
62.00091575,1
62.0018315,1
62.0018315,1
62.0018315,1
62.0018315,1
62.00274725,1
62.00274725,1
62.0018315,1
62.00274725,1
62.00091575,1
62.0018315,1
62,1
62.00274725,1
62.00274725,1
62.00274725,1
62.0018315,1
62.0018315,1
62.00274725,1
62.0018315,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.11666667,1
62,1
62,1
62.13333333,1
62,1
62.01666667,1
62,1
62,1
62.01666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.01666667,1
62.18333333,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.16666667,1
62,1
62.15,1
62,1
62,1
62,1
62.01666667,1
62,1
62,1
62,1
62.01666667,1
62.01666667,1
62.01666667,1
62,1
62.01666667,1
62.01666667,1
62.01666667,1
62.01666667,1
62,1
62,1
62,1
62.01666667,1
62.01666667,1
62,1
62.01666667,1
62.01666667,1
62,1
62.01666667,1
62.01666667,1
62,1
62,1
62,1
62.01666667,1
62.01666667,1
62.01666667,1
62.01666667,1
62,1
62.01666667,1
62,1
62.01666667,1
62.01666667,1
62.01666667,1
62,1
62,1
62.03333333,1
62.01666667,1
62.01666667,1
62.01666667,1
62,1
62.01666667,1
62.01666667,1
62,1
62,1
62.01666667,1
62.01666667,1
62.13333333,1
62.21666667,1
62,1
62.01666667,1
62,1
62,1
62.23333333,1
62,1
62.05,1
62.16666667,1
62.16666667,1
62.01666667,1
62,1
62.2,1
62.08333333,1
62.01666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.18333333,1
62.08333333,1
62.11666667,1
62,1
62.16666667,1
62,1
62,1
62.11666667,1
62.16666667,1
62.16666667,1
62,1
62.15,1
62,1
62,1
62.16666667,1
62.03333333,1
62.13333333,1
62,1
62,1
62.13333333,1
62.08333333,1
62,1
62,1
62.18333333,1
62.01666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.23333333,1
62,1
62,1
62.1,1
62,1
62,1
62,1
62,1
62,1
62.18333333,1
62,1
62,1
62.01666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62.01666667,1
62,1
62,1
62,1
62.18333333,1
62,1
62,1
62,1
62.16666667,1
62.01666667,1
62.15,1
62,1
62,1
62,1
62,1
62,1
62.01666667,1
62,1
62,1
62,1
62,1
62.01666667,1
62,1
62.01666667,1
62.01666667,1
62.01666667,1
62.01666667,1
62,1
62,1
62,1
62,1
62,1
62.01666667,1
62,1
62.01666667,1
62.08333333,1
62.01666667,1
62.01666667,1
62.01666667,1
62.01666667,1
62,1
62.01666667,1
62.01666667,1
62,1
62.03333333,1
62.01666667,1
62.03333333,1
62.03333333,1
62.01666667,1
62,1
62.05,1
62,1
62.01666667,1
62.01666667,1
62,1
62.01666667,1
62,1
62,1
62,1
62,1
62.01666667,1
62.01666667,1
62.01666667,1
62,1
62,1
62,1
62.01666667,1
62.01666667,1
62,1
62,1
62,1
62.01666667,1
62,1
62.01666667,1
62,1
62,1
62,1
62,1
62.1,1
62,1
62,1
62,1
62.18333333,1
62,1
62.15,1
62,1
62.01666667,1
62.25,1
62,1
62.01666667,1
62.13333333,1
62.01666667,1
62.16666667,1
62,1
62.18333333,1
62,1
62.18333333,1
62,1
62.05,1
62.1,1
62.1,1
62.01666667,1
62.08333333,1
62,1
62.01666667,1
62.15,1
62,1
62.01666667,1
62,1
62,1
62.08333333,1
62.25,1
62,1
62,1
62,1
62.01666667,1
62.01666667,1
62.23333333,1
62,1
62.15,1
62.18333333,1
62,1
62.2,1
62.2,1
62.01666667,1
62,1
62.1,1
62,1
62.2,1
62,1
58.14222222,1
56.69555556,1
59.38222222,1
61.10444444,1
60.41555556,1
58.9,1
60.62222222,1
56.76444444,1
58.69333333,1
58.97,1
60.00222222,1
60.07222222,1
60.27777778,1
59.93333333,1
60.20888889,1
60.48444444,1
59.17555556,1
60.27777778,1
61.38,1
60.55444444,1
59.31333333,1
57.93555556,1
59.17555556,1
59.59,1
59.72666667,1
58.76222222,1
59.31333333,1
59.93333333,1
60.83,1
59.10666667,1
58.34888889,1
59.10666667,1
59.58888889,1
59.86444444,1
60.27777778,1
59.58888889,1
60.14,1
56.90333333,1
58.76222222,1
60.34666667,1
60.41555556,1
59.79555556,1
59.79555556,1
58.28111111,1
59.10666667,1
58.83111111,1
59.86444444,1
59.65888889,1
60.89777778,1
60.62222222,1
57.86666667,1
52.97555556,1
50.01333333,1
58.9,1
59.45111111,1
58.00444444,1
59.72666667,1
59.58888889,1
60.48444444,1
59.45111111,1
57.45444444,1
60.76,1
60.14,1
60.07222222,1
56.83333333,1
57.86666667,1
58.48666667,1
58.07444444,1
55.18111111,1
60.34666667,1
60.48444444,1
58.9,1
58.28,1
58.28,1
59.52,1
59.38222222,1
58.07333333,1
1.298611111,1
3.447222222,1
3.275,1
8.956944444,1
1.555555556,1
0.347222222,1
4.825,1
6.718055556,1
20.59305556,1
41.50694444,1
2.241666667,1
13.86805556,1
42.45972222,1
21.62222222,1
22.21805556,1
23.59166667,1
1.468055556,1
1.380555556,1
23.08055556,1
0.954166667,1
16.62361111,1
39.00833333,1
20.50555556,1
0.952777778,1
21.45277778,1
10.50833333,1
36.59861111,1
20.85138889,1
5.0875,1
20.06388889,1
2.672222222,1
42.45277778,1
15.59027778,1
60.37361111,1
19.29027778,1
50.03472222,1
3.1875,1
26.86805556,1
23.51111111,1
31.94722222,1
1.552777778,1
5.168055556,1
60.53611111,1
0.95,1
2.415277778,1
16.19722222,1
52.62638889,1
39.09444444,1
5.340277778,1
1.298611111,1
60.28611111,1
21.52777778,1
1.729166667,1
6.373611111,1
0.779166667,1
59.76805556,1
40.73055556,1
2.5,1
6.894444444,1
34.96944444,1
21.78611111,1
55.37638889,1
44.26111111,1
1.811111111,1
2.4125,1
22.39166667,1
35.82777778,1
55.375,1
1.2125,1
8.873611111,1
51.06666667,1
35.05277778,1
41.41944444,1
0.522222222,1
39.525,1
1.209722222,1
35.30694444,1
38.40555556,1
47.96388889,1
5.169444444,1
45.725,1
1.661111111,1
28.33333333,1
49,1
35.56944444,1
42.28333333,1
35.74305556,1
54.16666667,1
53.30555556,1
28.24861111,1
48.74027778,1
1.836111111,1
44.95,1
1.661111111,1
40.64444444,1
4.565277778,1
31.94722222,1
40.3875,1
6.115277778,1
27.38611111,1
4.573611111,1
14.64027778,1
1.294444444,1
15.41527778,1
15.42083333,1
12.22916667,1
32.89722222,1
1.984722222,1
4.134722222,1
29.96944444,1
18.34305556,1
33.50138889,1
5.258333333,1
35.65138889,1
8.098611111,1
13.86527778,1
0.2625,1
3.886111111,1
5.084722222,1
13.09722222,1
29.02361111,1
3.1875,1
10.93611111,1
4.308333333,1
22.39027778,1
17.05,1
8.784722222,1
0.348611111,1
7.923611111,1
1.295833333,1
1.813888889,1
11.7125,1
0.522222222,1
29.36527778,1
0.436111111,1
10.41944444,1
8.536111111,1
21.85833333,1
11.53888889,1
18.02361111,1
21.79305556,1
4.655555556,1
7.840277778,1
1.981944444,1
2.329166667,1
17.65416667,1
52.52777778,1
4.738888889,1
30.40416667,1
20.72222222,1
14.9875,1
19.84166667,1
10.59166667,1
10.68055556,1
24.71388889,1
9.220833333,1
20.75972222,1
10.9375,1
1.551388889,1
5.691666667,1
1.983333333,1
37.89305556,1
8.923611111,1
34.91111111,1
44.35,1
13.18194444,1
14.30138889,1
33.33055556,1
25.84027778,1
23.09861111,1
26.18333333,1
22.90972222,1
8.783333333,1
50.55416667,1
17.91111111,1
23.51666667,1
5.513888889,1
3.533333333,1
20.58055556,1
29.19444444,1
24.45972222,1
13.95,1
27.21388889,1
23.6,1
9.648611111,1
33.41111111,1
10.76388889,1
2.672222222,1
0.95,1
36.16944444,1
31.86388889,1
2.933333333,1
0.611111111,1
22.38888889,1
14.38333333,1
1.984722222,1
7.8375,1
21.7,1
28.50833333,1
2.069444444,1
18.4375,1
25.49861111,1
52.61666667,1
2.186111111,1
17.73888889,1
24.80416667,1
42.96944444,1
43.23055556,1
50.37777778,1
2.240277778,1
17.91944444,1
2.5,1
26.09444444,1
20.92777778,1
29.54444444,1
0.866666667,1
1.897222222,1
27.72777778,1
29.96666667,1
5.170833333,1
7.408333333,1
16.70972222,1
43.13611111,1
40.68611111,1
24.80277778,1
17.13611111,1
19.11666667,1
14.64027778,1
29.45833333,1
3.794444444,1
1.725,1
23.93888889,1
5.601388889,1
25.49166667,1
32.6375,1
2.243055556,1
9.302777778,1
42.11111111,1
32.8125,1
3.108333333,1
15.84583333,1
17.48055556,1
13.60694444,1
31.175,1
31.69166667,1
33.06666667,1
10.42222222,1
5.091666667,1
1.465277778,1
32.55555556,1
50.408,1
43.409,1
49.5205,1
52.6085,1
38.009,1
54.016,1
52.2055,1
42.6645,1
52.155,1
53.193,1
50.8835,1
31.519,1
50.874,1
50.016,1
47.231,1
50.1785,1
44.529,1
50.944,1
55.345,1
27.612,1
49.359,1
34.2005,1
52.9605,1
52.3105,1
36.958,1
51.9025,1
51.691,1
33.629,1
49.815,1
33.8985,1
40.2275,1
35.603,1
37.6205,1
51.455,1
34.144,1
44.967,1
49.6735,1
53.917,1
41.584,1
48.4645,1
53.7975,1
51.1895,1
38.825,1
40.6895,1
53.6865,1
35.51,1
53.891,1
52.0315,1
35.0815,1
33.418,1
53.358,1
51.88,1
49.3415,1
53.929,1
34.442,1
52.2765,1
33.234,1
40.4265,1
51.159,1
36.489,1
40.272,1
40.523,1
49.8685,1
49.895,1
41.8945,1
49.7365,1
32.776,1
34.439,1
35.253,1
36.9025,1
43.28,1
53.7895,1
36.2125,1
45.298,1
50.533,1
50.169,1
29.791,1
48.7485,1
47.964,1
47.636,1
35.142,1
33.866,1
50.5985,1
41.512,1
53.7645,1
39.404,1
35.066,1
47.336,1
48.679,1
36.1285,1
30.987,1
50.3035,1
51.8565,1
38.9515,1
46.704,1
51.566,1
53.049,1
36.53,1
44.68,1
37.9615,1
42.208,1
40.581,1
38.018,1
28.192,1
32.0895,1
48.316,1
34.668,1
46.848,1
44.5045,1
39.0225,1
36.0075,1
38.986,1
54.0125,1
52.8665,1
49.718,1
51.8455,1
37.048,1
50.6945,1
53.547,1
62,1
62,1
62,1
62,1
62,1
62,1
62.00555556,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.00277778,1
62,1
62,1
62.00555556,1
62,1
62,1
62,1
62,1
62,1
62.00555556,1
62,1
62,1
62,1
62,1
62,1
62.00277778,1
62.00277778,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.00277778,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.00277778,1
62.00277778,1
62,1
62.00277778,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.00277778,1
62.00555556,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.00277778,1
62.00833333,1
62,1
62,1
62.00277778,1
62.00277778,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.00277778,1
62,1
62,1
62.00277778,1
62,1
62,1
62.00277778,1
62.00833333,1
62,1
62.01111111,1
62.00277778,1
62.01111111,1
62,1
62,1
62.00277778,1
62,1
62.01666667,1
62.01111111,1
62.00277778,1
62,1
62.00277778,1
62,1
62,1
62,1
62.00277778,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
56.83333333,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
56.83333333,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
59.41666667,1
62,1
62,1
59.41666667,1
62,1
59.41666667,1
59.41666667,1
62,1
59.41666667,1
62,1
56.83333333,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
56.83333333,1
62,1
62,1
62,1
59.41666667,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62.04166667,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
59.41666667,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
56.83333333,1
62,1
62,1
59.41666667,1
59.41666667,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
59.41666667,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
32.80529101,1
41.53121693,1
40.41587302,1
42.38306878,1
45.99153439,1
37.98730159,1
49.99365079,1
52.28994709,1
27.68888889,1
31.88677249,1
42.97354497,1
38.84126984,1
38.77566138,1
44.48359788,1
38.57777778,1
38.64338624,1
36.41269841,1
37.46349206,1
46.25396825,1
51.37142857,1
42.05608466,1
40.67830688,1
49.00952381,1
41.00529101,1
39.43068783,1
47.76296296,1
51.96296296,1
45.92592593,1
40.02328042,1
55.11111111,1
46.58201058,1
34.97037037,1
44.41798942,1
41.3989418,1
33.92063492,1
24.27619048,1
45.4021164,1
48.02539683,1
34.18412698,1
48.22222222,1
48.22222222,1
50.71534392,1
36.34814815,1
33.91957672,1
47.76296296,1
42.90899471,1
50.25608466,1
39.69312169,1
51.83068783,1
48.94391534,1
45.5978836,1
53.86455026,1
42.31746032,1
42.25291005,1
50.91216931,1
53.47089947,1
51.5037037,1
47.82857143,1
50.12592593,1
34.31322751,1
37.72698413,1
23.75026455,1
28.21269841,1
41.2031746,1
49.14074074,1
38.97354497,1
42.77671958,1
33.39470899,1
34.64232804,1
39.89100529,1
44.81058201,1
35.75767196,1
36.02116402,1
44.67936508,1
43.6952381,1
51.76507937,1
44.81164021,1
37.59365079,1
47.76296296,1
54.19259259,1
55.11322751,1
42.51534392,1
48.94391534,1
36.02116402,1
51.76507937,1
58.26031746,1
50.19047619,1
38.64338624,1
49.73121693,1
41.26772487,1
48.22328042,1
48.28783069,1
47.76296296,1
50.51851852,1
52.74920635,1
41.66137566,1
36.74074074,1
47.43597884,1
45.33650794,1
55.04550265,1
50.51957672,1
50.51957672,1
47.6973545,1
37.2,1
41.5957672,1
50.38730159,1
54.58624339,1
51.56825397,1
50.45291005,1
53.73333333,1
42.05502646,1
56.29206349,1
53.53650794,1
41.5968254,1
51.5026455,1
48.48465608,1
38.18412698,1
46.71322751,1
37.33121693,1
49.27195767,1
46.25396825,1
49.07513228,1
38.05291005,1
35.69206349,1
30.05079365,1
46.51746032,1
38.57883598,1
48.74814815,1
53.01164021,1
43.4984127,1
50.78095238,1
51.6994709,1
48.68148148,1
49.73121693,1
55.57037037,1
34.24973545,1
36.02116402,1
53.27407407,1
29.78730159,1
50.32169312,1
48.09206349,1
50.12486772,1
50.05925926,1
50.05925926,1
54.25820106,1
39.95555556,1
41.33439153,1
52.22433862,1
31.95238095,1
35.95449735,1
47.5005291,1
46.25396825,1
35.95449735,1
56.62010582,1
37.06878307,1
40.34920635,1
42.12169312,1
48.74814815,1
41.92486772,1
34.9037037,1
48.61587302,1
51.43703704,1
37.3978836,1
50.91216931,1
50.25608466,1
51.37142857,1
53.86455026,1
52.22433862,1
50.25608466,1
44.61375661,1
41.07089947,1
38.18412698,1
52.15873016,1
36.93862434,1
36.08571429,1
55.30793651,1
55.7015873,1
49.66560847,1
42.64550265,1
47.3037037,1
49.99365079,1
53.34074074,1
40.34920635,1
47.17248677,1
48.87830688,1
53.33968254,1
25.78518519,1
52.09312169,1
45.5989418,1
49.14074074,1
50.12486772,1
48.28783069,1
36.34814815,1
54.58624339,1
44.35132275,1
34.38095238,1
40.08783069,1
40.80952381,1
49.27301587,1
40.08677249,1
36.28359788,1
34.18201058,1
41.53015873,1
44.94285714,1
39.2994709,1
48.35343915,1
43.43386243,1
56.0952381,1
29,1
54.91428571,1
51.76613757,1
40.54603175,1
52.02751323,1
51.37142857,1
47.6973545,1
41.72804233,1
34.38095238,1
43.56507937,1
32.87089947,1
47.36931217,1
49.33862434,1
39.4962963,1
48.22222222,1
48.02645503,1
43.17037037,1
34.24761905,1
36.01904762,1
41.53121693,1
46.31957672,1
52.09417989,1
38.84126984,1
43.43386243,1
54.78306878,1
50.58518519,1
49.4031746,1
48.48465608,1
39.03703704,1
50.97777778,1
48.02539683,1
44.28677249,1
35.82222222,1
33.0021164,1
44.02433862,1
48.22222222,1
39.69312169,1
32.73862434,1
51.5026455,1
46.25502646,1
48.68148148,1
52.75026455,1
48.02539683,1
52.09312169,1
40.41481481,1
50.38730159,1
42.05502646,1
42.77671958,1
53.6031746,1
45.13968254,1
50.64973545,1
51.56825397,1
54.38941799,1
53.93015873,1
36.87301587,1
44.41798942,1
34.11640212,1
54.39047619,1
44.48253968,1
36.34708995,1
34.70793651,1
46.97566138,1
40.80846561,1
33.59365079,1
51.30582011,1
31.16507937,1
36.41269841,1
43.04021164,1
48.02539683,1
32.67301587,1
34.51111111,1
39.36507937,1
40.21904762,1
50.05925926,1
52.55238095,1
53.47089947,1
46.91005291,1
51.8973545,1
31.03386243,1
48.55238095,1
49.07513228,1
40.15343915,1
41.53121693,1
51.37142857,1
49.4031746,1
51.76507937,1
50.84656085,1
39.56190476,1
43.89206349,1
50.71534392,1
36.02010582,1
47.23809524,1
45.53227513,1
33.92169312,1
35.82433862,1
56.48888889,1
48.74814815,1
47.56613757,1
44.87724868,1
47.63174603,1
40.34920635,1
48.22222222,1
54.84867725,1
43.89312169,1
46.18835979,1
49.86349206,1
43.43386243,1
47.43597884,1
44.08888889,1
47.3037037,1
55.57037037,1
51.7005291,1
34.24761905,1
33.85608466,1
46.18835979,1
48.28888889,1
46.91005291,1
50.32169312,1
47.10687831,1
49.53439153,1
33.46031746,1
37.92275132,1
46.38518519,1
45.5989418,1
41.92486772,1
40.54708995,1
45.86137566,1
47.3047619,1
35.16613757,1
37.0042328,1
38.11851852,1
43.4984127,1
50.91216931,1
47.04232804,1
50.51851852,1
38.57883598,1
51.10899471,1
35.62539683,1
54.06137566,1
38.11957672,1
50.19047619,1
41.66243386,1
43.17037037,1
50.97777778,1
50.64973545,1
40.02116402,1
46.38624339,1
40.15343915,1
55.43915344,1
48.35449735,1
44.48253968,1
48.81269841,1
45.53227513,1
33.65714286,1
51.11005291,1
29.85396825,1
56.42328042,1
52.15978836,1
54.32486772,1
37.2,1
50.91216931,1
43.6952381,1
43.89417989,1
38.51428571,1
38.77460317,1
54.19259259,1
27.48994709,1
40.15449735,1
41.99047619,1
49.46878307,1
29.78730159,1
55.17671958,1
52.61798942,1
46.64973545,1
39.56296296,1
49.6,1
35.95343915,1
36.67513228,1
52.61798942,1
46.45079365,1
42.31746032,1
47.63174603,1
43.95873016,1
47.82857143,1
50.78095238,1
39.62962963,1
38.25079365,1
54.52063492,1
49.4031746,1
33.33015873,1
48.74814815,1
34.05079365,1
38.64444444,1
37.59470899,1
48.87830688,1
37.52910053,1
47.10687831,1
51.5026455,1
55.17671958,1
50.38730159,1
52.55238095,1
38.64444444,1
47.04126984,1
52.74920635,1
32.14814815,1
38.31534392,1
50.51851852,1
52.28994709,1
49.47089947,1
34.24973545,1
43.76190476,1
40.02222222,1
41.13650794,1
47.56719577,1
39.62751323,1
50.19153439,1
52.88042328,1
43.23597884,1
54.97989418,1
38.90582011,1
55.5047619,1
34.37989418,1
50.38730159,1
33.33015873,1
43.43386243,1
56.0952381,1
36.41269841,1
54.06137566,1
46.64761905,1
52.94603175,1
39.43174603,1
35.75661376,1
44.02328042,1
34.64232804,1
37.72486772,1
58.32698413,1
37.2,1
46.05714286,1
53.6031746,1
37.26560847,1
47.96084656,1
54.91428571,1
32.21587302,1
39.03809524,1
46.05714286,1
45.26984127,1
55.30793651,1
41.07089947,1
37.2010582,1
36.61164021,1
50.97777778,1
46.91005291,1
46.12486772,1
40.22010582,1
39.43174603,1
34.57566138,1
46.51640212,1
50.78095238,1
34.24973545,1
49.99365079,1
37.79047619,1
49.07513228,1
49.66560847,1
50.45291005,1
45.07301587,1
49.73121693,1
37.3978836,1
49.66560847,1
48.94391534,1
48.48465608,1
45.92592593,1
30.83703704,1
49.00952381,1
48.61587302,1
47.04232804,1
47.76296296,1
44.41693122,1
36.01904762,1
33.32910053,1
33.06666667,1
54.06137566,1
34.83915344,1
50.38730159,1
51.43703704,1
54.78306878,1
40.02116402,1
31.22962963,1
53.40529101,1
45.26984127,1
40.54603175,1
41.92486772,1
33.72275132,1
45.79470899,1
53.14285714,1
42.64550265,1
50.71534392,1
48.81375661,1
53.93015873,1
32.34708995,1
55.17671958,1
49.66666667,1
35.69312169,1
52.22433862,1
53.9968254,1
53.9957672,1
51.24021164,1
46.71322751,1
42.51428571,1
42.44867725,1
49.92804233,1
53.07724868,1
42.31851852,1
48.68148148,1
50.84761905,1
49.92910053,1
32.47619048,1
52.42116402,1
40.28359788,1
31.95238095,1
52.68465608,1
54.12698413,1
55.83386243,1
33.06666667,1
51.04338624,1
39.36613757,1
38.18412698,1
49.7968254,1
39.69417989,1
37.3978836,1
50.71534392,1
41.07195767,1
55.37354497,1
51.5026455,1
55.04550265,1
48.61587302,1
52.61798942,1
51.30582011,1
42.84232804,1
48.94391534,1
46.05714286,1
