File Name,Compression Throughput (mb/s),Decompression Throughput (mb/s),Compression Ratio,Method
960,30.53,26.95,0.38,FCMGorilla
994,20.2,20.9,0.36,FCMGorilla
1000,20.49,22.42,0.34,FCMGorilla
37,35.82,19.5,0.31,FCMGorilla
351,24.87,20.63,0.26,FCMGorilla
163,10.33,8.74,0.79,FCMGorilla
507,20.94,19.83,0.44,FCMGorilla
735,13.01,13.8,0.8,FCMGorilla
197,12.75,13.12,0.83,FCMGorilla
956,22.52,31.7,0.29,FCMGorilla
358,23.0,16.55,0.32,FCMGorilla
1036,18.78,15.52,0.35,FCMGorilla
531,43.83,42.7,0.19,FCMGorilla
703,12.15,12.28,0.89,FCMGorilla
367,20.86,27.57,0.31,FCMGorilla
969,20.79,16.14,0.34,FCMGorilla
155,11.02,10.73,0.86,FCMGorilla
393,23.84,15.34,0.35,FCMGorilla
1009,35.67,25.17,0.28,FCMGorilla
199,10.22,12.12,0.78,FCMGorilla
1031,35.0,38.84,0.24,FCMGorilla
509,19.44,10.86,0.45,FCMGorilla
951,28.63,27.55,0.15,FCMGorilla
39,44.84,52.08,0.13,FCMGorilla
394,36.8,31.28,0.31,FCMGorilla
152,8.93,8.89,0.97,FCMGorilla
360,26.28,20.5,0.23,FCMGorilla
704,9.07,7.43,0.79,FCMGorilla
536,40.8,42.96,0.19,FCMGorilla
596,35.44,42.65,0.15,FCMGorilla
334,33.99,30.04,0.29,FCMGorilla
106,11.72,11.57,0.82,FCMGorilla
99,41.12,16.56,0.2,FCMGorilla
562,28.04,22.09,0.17,FCMGorilla
750,30.56,28.52,0.3,FCMGorilla
52,37.29,24.96,0.32,FCMGorilla
139,11.58,12.02,0.82,FCMGorilla
905,45.9,26.72,0.15,FCMGorilla
757,17.17,13.26,0.33,FCMGorilla
565,36.78,44.22,0.18,FCMGorilla
101,30.02,29.48,0.29,FCMGorilla
333,29.45,27.56,0.3,FCMGorilla
591,40.99,24.62,0.15,FCMGorilla
902,26.6,27.53,0.14,FCMGorilla
768,25.6,25.83,0.31,FCMGorilla
55,24.2,19.35,0.26,FCMGorilla
137,13.25,13.29,0.79,FCMGorilla
305,28.21,27.48,0.35,FCMGorilla
761,26.22,18.26,0.32,FCMGorilla
553,21.21,28.03,0.14,FCMGorilla
795,18.71,22.74,0.33,FCMGorilla
97,44.47,42.31,0.21,FCMGorilla
108,12.05,13.64,0.8,FCMGorilla
934,37.73,41.51,0.18,FCMGorilla
598,45.69,27.43,0.17,FCMGorilla
63,34.81,27.72,0.29,FCMGorilla
1054,22.37,26.18,0.31,FCMGorilla
792,27.78,26.28,0.34,FCMGorilla
554,36.3,35.49,0.14,FCMGorilla
766,18.15,22.3,0.34,FCMGorilla
302,19.13,25.23,0.37,FCMGorilla
130,12.84,11.25,0.87,FCMGorilla
1053,18.51,18.75,0.3,FCMGorilla
64,26.32,27.31,0.23,FCMGorilla
933,30.72,43.29,0.16,FCMGorilla
759,28.6,27.86,0.31,FCMGorilla
90,38.73,31.87,0.31,FCMGorilla
419,28.8,25.81,0.26,FCMGorilla
841,20.31,15.82,0.31,FCMGorilla
270,25.76,16.68,0.37,FCMGorilla
426,21.5,19.62,0.44,FCMGorilla
614,40.84,43.66,0.16,FCMGorilla
284,22.74,22.86,0.41,FCMGorilla
248,23.49,20.61,0.33,FCMGorilla
846,15.08,11.49,0.33,FCMGorilla
283,23.75,26.27,0.35,FCMGorilla
613,36.58,37.28,0.15,FCMGorilla
421,39.61,26.38,0.2,FCMGorilla
879,27.39,29.82,0.15,FCMGorilla
277,20.46,13.31,0.39,FCMGorilla
884,33.62,42.5,0.19,FCMGorilla
428,20.48,15.91,0.44,FCMGorilla
870,39.55,44.24,0.17,FCMGorilla
241,25.79,20.45,0.36,FCMGorilla
625,24.4,22.19,0.17,FCMGorilla
417,33.66,16.02,0.37,FCMGorilla
877,43.0,45.37,0.15,FCMGorilla
279,26.83,19.6,0.31,FCMGorilla
883,43.88,46.03,0.17,FCMGorilla
410,33.19,24.65,0.31,FCMGorilla
622,34.44,38.09,0.17,FCMGorilla
246,20.23,17.2,0.31,FCMGorilla
848,33.78,49.0,0.16,FCMGorilla
676,11.19,10.84,0.87,FCMGorilla
444,19.59,20.77,0.42,FCMGorilla
212,25.64,15.03,0.36,FCMGorilla
682,10.31,10.78,0.9,FCMGorilla
823,25.65,23.26,0.32,FCMGorilla
649,9.22,9.84,0.85,FCMGorilla
685,12.74,13.6,0.79,FCMGorilla
215,26.56,19.97,0.41,FCMGorilla
443,15.88,17.95,0.43,FCMGorilla
671,9.63,9.66,0.88,FCMGorilla
488,13.33,15.35,0.43,FCMGorilla
824,25.31,27.87,0.33,FCMGorilla
481,14.58,11.36,0.44,FCMGorilla
475,10.63,15.82,0.43,FCMGorilla
647,12.94,12.77,0.79,FCMGorilla
223,22.25,25.54,0.38,FCMGorilla
812,21.39,21.67,0.31,FCMGorilla
678,11.63,11.49,0.84,FCMGorilla
224,25.85,25.45,0.31,FCMGorilla
640,13.16,13.7,0.8,FCMGorilla
472,17.26,19.38,0.43,FCMGorilla
486,21.77,19.09,0.43,FCMGorilla
815,16.69,18.07,0.3,FCMGorilla
882,29.83,23.47,0.16,FCMGorilla
278,23.53,20.58,0.42,FCMGorilla
876,43.64,43.35,0.18,FCMGorilla
623,47.35,51.95,0.15,FCMGorilla
411,37.46,35.13,0.26,FCMGorilla
849,47.25,51.04,0.14,FCMGorilla
247,28.71,27.75,0.31,FCMGorilla
429,21.33,17.55,0.43,FCMGorilla
871,32.16,35.75,0.19,FCMGorilla
885,39.17,37.83,0.2,FCMGorilla
240,12.88,19.1,0.31,FCMGorilla
416,29.67,18.92,0.27,FCMGorilla
624,48.25,53.89,0.13,FCMGorilla
847,19.98,16.19,0.34,FCMGorilla
249,24.58,19.88,0.39,FCMGorilla
420,16.28,30.26,0.32,FCMGorilla
612,49.92,52.38,0.14,FCMGorilla
276,19.26,13.73,0.37,FCMGorilla
878,30.9,34.98,0.16,FCMGorilla
282,25.65,23.45,0.36,FCMGorilla
418,23.61,25.9,0.26,FCMGorilla
840,27.28,25.15,0.31,FCMGorilla
285,26.7,25.7,0.31,FCMGorilla
271,25.31,19.02,0.42,FCMGorilla
615,44.08,45.09,0.16,FCMGorilla
427,19.34,16.0,0.43,FCMGorilla
487,14.82,18.64,0.44,FCMGorilla
225,27.17,22.96,0.4,FCMGorilla
473,15.19,10.2,0.44,FCMGorilla
641,10.35,9.29,0.8,FCMGorilla
814,26.48,26.99,0.31,FCMGorilla
646,11.24,13.27,0.82,FCMGorilla
474,18.6,15.66,0.44,FCMGorilla
222,18.37,18.16,0.34,FCMGorilla
480,15.78,14.2,0.44,FCMGorilla
813,30.47,29.64,0.3,FCMGorilla
679,10.2,11.57,0.84,FCMGorilla
214,26.19,13.55,0.37,FCMGorilla
670,13.05,11.01,0.79,FCMGorilla
442,21.39,20.52,0.43,FCMGorilla
684,12.21,12.19,0.8,FCMGorilla
825,22.71,25.24,0.32,FCMGorilla
489,14.64,17.19,0.42,FCMGorilla
683,12.58,14.31,0.78,FCMGorilla
445,14.21,18.18,0.42,FCMGorilla
677,13.37,12.57,0.78,FCMGorilla
213,23.19,25.1,0.32,FCMGorilla
822,28.85,27.6,0.31,FCMGorilla
648,12.32,12.73,0.85,FCMGorilla
458,21.15,20.72,0.42,FCMGorilla
800,29.95,27.57,0.3,FCMGorilla
493,14.65,11.32,0.45,FCMGorilla
231,17.51,14.52,0.39,FCMGorilla
655,11.43,13.51,0.82,FCMGorilla
467,18.79,19.98,0.42,FCMGorilla
807,25.72,25.37,0.3,FCMGorilla
209,9.36,10.01,0.81,FCMGorilla
699,11.61,12.24,0.88,FCMGorilla
460,19.2,19.79,0.44,FCMGorilla
652,8.95,7.36,0.81,FCMGorilla
236,24.48,25.09,0.37,FCMGorilla
838,26.2,29.72,0.3,FCMGorilla
494,18.56,10.57,0.45,FCMGorilla
469,21.41,13.42,0.43,FCMGorilla
831,28.09,25.83,0.3,FCMGorilla
200,12.3,12.21,0.8,FCMGorilla
456,13.93,15.35,0.42,FCMGorilla
664,11.49,12.27,0.77,FCMGorilla
690,13.4,13.99,0.79,FCMGorilla
238,29.19,25.84,0.37,FCMGorilla
836,25.5,22.55,0.33,FCMGorilla
697,11.35,12.02,0.79,FCMGorilla
663,12.31,9.17,0.81,FCMGorilla
451,19.26,17.44,0.42,FCMGorilla
809,19.83,18.81,0.31,FCMGorilla
207,13.75,14.07,0.78,FCMGorilla
405,35.43,29.69,0.27,FCMGorilla
637,11.38,10.15,0.85,FCMGorilla
253,27.31,25.88,0.37,FCMGorilla
896,28.18,31.27,0.17,FCMGorilla
298,24.58,23.51,0.36,FCMGorilla
862,38.25,27.99,0.15,FCMGorilla
608,39.2,41.37,0.18,FCMGorilla
254,23.64,13.18,0.41,FCMGorilla
630,36.86,43.58,0.14,FCMGorilla
402,29.98,19.26,0.3,FCMGorilla
865,33.54,41.33,0.16,FCMGorilla
891,20.63,12.11,0.18,FCMGorilla
606,24.57,21.46,0.13,FCMGorilla
434,12.58,13.26,0.43,FCMGorilla
262,28.79,25.6,0.37,FCMGorilla
898,41.79,43.5,0.18,FCMGorilla
296,25.94,16.52,0.4,FCMGorilla
853,45.0,47.66,0.16,FCMGorilla
639,13.76,11.64,0.78,FCMGorilla
291,25.28,23.48,0.4,FCMGorilla
265,25.51,25.97,0.34,FCMGorilla
433,20.5,18.26,0.42,FCMGorilla
601,37.3,48.18,0.14,FCMGorilla
854,37.13,39.57,0.17,FCMGorilla
837,26.11,22.27,0.31,FCMGorilla
239,11.52,23.68,0.39,FCMGorilla
450,18.97,19.51,0.43,FCMGorilla
662,11.6,7.42,0.87,FCMGorilla
206,9.84,9.09,0.82,FCMGorilla
808,28.02,26.87,0.33,FCMGorilla
696,12.4,11.06,0.86,FCMGorilla
468,15.59,12.7,0.42,FCMGorilla
830,18.03,16.06,0.32,FCMGorilla
691,13.21,13.3,0.82,FCMGorilla
201,10.13,7.1,0.91,FCMGorilla
665,8.4,10.69,0.85,FCMGorilla
457,16.8,18.14,0.43,FCMGorilla
698,11.22,7.98,0.77,FCMGorilla
208,8.51,9.43,0.91,FCMGorilla
806,28.02,27.78,0.32,FCMGorilla
495,17.31,10.44,0.44,FCMGorilla
653,7.9,11.58,0.88,FCMGorilla
461,16.61,15.66,0.44,FCMGorilla
839,24.33,14.69,0.31,FCMGorilla
237,16.26,11.76,0.4,FCMGorilla
459,20.36,20.0,0.43,FCMGorilla
801,26.43,26.97,0.31,FCMGorilla
230,28.47,28.2,0.31,FCMGorilla
466,20.83,11.51,0.44,FCMGorilla
654,8.81,7.56,0.79,FCMGorilla
492,19.74,18.95,0.44,FCMGorilla
264,16.59,12.48,0.4,FCMGorilla
600,24.03,26.71,0.15,FCMGorilla
432,19.19,16.04,0.43,FCMGorilla
290,19.67,22.96,0.38,FCMGorilla
855,37.86,39.69,0.2,FCMGorilla
297,15.23,12.25,0.41,FCMGorilla
899,24.31,25.81,0.17,FCMGorilla
435,20.76,20.01,0.42,FCMGorilla
607,42.83,43.62,0.17,FCMGorilla
263,27.8,23.97,0.36,FCMGorilla
852,43.34,43.18,0.18,FCMGorilla
638,7.94,6.88,0.89,FCMGorilla
255,18.51,14.36,0.37,FCMGorilla
403,36.35,31.9,0.27,FCMGorilla
631,39.3,47.7,0.13,FCMGorilla
890,39.7,40.51,0.17,FCMGorilla
864,27.15,44.09,0.17,FCMGorilla
636,9.84,8.5,0.8,FCMGorilla
404,28.79,28.16,0.15,FCMGorilla
252,23.82,20.13,0.31,FCMGorilla
863,36.68,36.91,0.2,FCMGorilla
609,50.03,51.97,0.15,FCMGorilla
299,24.03,12.1,0.42,FCMGorilla
897,37.42,29.56,0.18,FCMGorilla
46,39.04,32.24,0.3,FCMGorilla
549,25.74,31.08,0.19,FCMGorilla
911,37.65,46.18,0.17,FCMGorilla
582,49.12,49.3,0.15,FCMGorilla
79,23.6,18.18,0.28,FCMGorilla
112,8.76,7.25,0.79,FCMGorilla
320,39.13,35.21,0.26,FCMGorilla
744,30.24,20.67,0.3,FCMGorilla
576,49.18,56.93,0.13,FCMGorilla
916,46.23,48.13,0.16,FCMGorilla
318,37.95,44.22,0.15,FCMGorilla
788,21.37,23.87,0.31,FCMGorilla
41,31.92,21.23,0.31,FCMGorilla
571,27.94,25.52,0.17,FCMGorilla
743,27.16,17.7,0.3,FCMGorilla
327,32.97,18.47,0.26,FCMGorilla
115,11.65,9.79,0.8,FCMGorilla
929,40.3,29.03,0.18,FCMGorilla
585,32.44,20.24,0.17,FCMGorilla
1049,26.53,26.55,0.39,FCMGorilla
83,30.05,34.4,0.27,FCMGorilla
578,37.29,49.94,0.14,FCMGorilla
920,45.27,47.53,0.16,FCMGorilla
1040,29.83,26.82,0.39,FCMGorilla
77,18.4,12.51,0.28,FCMGorilla
311,22.56,14.38,0.37,FCMGorilla
123,9.2,11.26,0.84,FCMGorilla
547,42.86,37.98,0.15,FCMGorilla
775,16.76,15.13,0.3,FCMGorilla
48,31.34,21.53,0.22,FCMGorilla
781,27.26,28.25,0.32,FCMGorilla
70,31.77,28.78,0.32,FCMGorilla
1047,18.14,16.4,0.33,FCMGorilla
329,21.12,15.31,0.34,FCMGorilla
927,27.97,36.97,0.15,FCMGorilla
84,36.9,32.97,0.29,FCMGorilla
786,26.57,26.97,0.32,FCMGorilla
772,23.18,14.39,0.34,FCMGorilla
540,32.6,29.58,0.14,FCMGorilla
124,8.87,9.89,0.81,FCMGorilla
918,42.47,42.92,0.18,FCMGorilla
316,22.66,22.8,0.42,FCMGorilla
184,11.09,7.37,0.83,FCMGorilla
514,13.12,10.89,0.44,FCMGorilla
726,9.9,9.75,0.9,FCMGorilla
342,35.19,32.16,0.26,FCMGorilla
170,10.61,6.44,0.91,FCMGorilla
1013,21.12,19.48,0.34,FCMGorilla
24,27.62,20.7,0.26,FCMGorilla
987,28.23,21.25,0.37,FCMGorilla
389,25.39,29.7,0.32,FCMGorilla
973,33.33,19.75,0.34,FCMGorilla
719,11.07,7.42,0.79,FCMGorilla
177,14.04,14.26,0.78,FCMGorilla
345,34.19,35.72,0.26,FCMGorilla
721,12.93,13.53,0.81,FCMGorilla
513,14.29,10.63,0.43,FCMGorilla
183,8.81,7.35,0.82,FCMGorilla
974,20.42,16.0,0.3,FCMGorilla
148,13.22,13.53,0.82,FCMGorilla
980,13.36,22.16,0.39,FCMGorilla
23,33.84,38.95,0.24,FCMGorilla
1014,21.79,16.19,0.31,FCMGorilla
717,9.41,11.11,0.83,FCMGorilla
525,14.36,21.15,0.41,FCMGorilla
141,6.33,7.44,0.82,FCMGorilla
373,22.63,16.88,0.35,FCMGorilla
4,43.43,42.05,0.19,FCMGorilla
989,25.94,29.78,0.34,FCMGorilla
387,41.27,35.38,0.23,FCMGorilla
942,31.82,25.21,0.17,FCMGorilla
728,10.12,7.65,0.79,FCMGorilla
15,41.11,40.05,0.22,FCMGorilla
1022,26.6,24.29,0.37,FCMGorilla
380,38.95,28.57,0.26,FCMGorilla
3,35.38,35.41,0.25,FCMGorilla
374,23.83,19.97,0.25,FCMGorilla
146,10.5,8.02,0.77,FCMGorilla
522,11.63,20.01,0.43,FCMGorilla
710,9.24,9.48,0.89,FCMGorilla
1025,23.11,17.92,0.29,FCMGorilla
12,24.32,19.81,0.24,FCMGorilla
945,30.13,25.35,0.15,FCMGorilla
179,8.21,7.65,0.82,FCMGorilla
926,41.76,44.28,0.17,FCMGorilla
328,38.91,34.85,0.25,FCMGorilla
85,41.89,40.59,0.22,FCMGorilla
1046,31.51,22.68,0.32,FCMGorilla
71,28.95,21.87,0.24,FCMGorilla
541,38.07,30.13,0.13,FCMGorilla
773,23.53,27.76,0.33,FCMGorilla
317,29.86,27.32,0.33,FCMGorilla
919,37.13,38.85,0.17,FCMGorilla
125,8.09,6.95,0.87,FCMGorilla
787,23.99,28.1,0.3,FCMGorilla
76,51.13,55.21,0.16,FCMGorilla
1041,30.4,27.53,0.37,FCMGorilla
579,26.98,26.44,0.15,FCMGorilla
82,33.15,16.71,0.26,FCMGorilla
921,33.52,43.1,0.16,FCMGorilla
780,28.79,27.71,0.31,FCMGorilla
49,46.02,48.98,0.13,FCMGorilla
122,13.22,9.38,0.81,FCMGorilla
310,23.66,15.86,0.35,FCMGorilla
774,19.87,15.07,0.31,FCMGorilla
546,47.32,48.74,0.16,FCMGorilla
40,37.05,31.18,0.31,FCMGorilla
789,30.23,29.38,0.3,FCMGorilla
319,35.39,31.06,0.28,FCMGorilla
917,23.73,25.57,0.15,FCMGorilla
1048,22.09,15.71,0.34,FCMGorilla
584,32.21,24.81,0.17,FCMGorilla
742,27.34,27.42,0.3,FCMGorilla
570,51.65,55.05,0.14,FCMGorilla
928,42.56,42.63,0.19,FCMGorilla
114,12.32,9.25,0.88,FCMGorilla
326,26.1,24.73,0.23,FCMGorilla
548,34.64,43.05,0.14,FCMGorilla
910,28.78,54.95,0.13,FCMGorilla
47,30.95,30.5,0.25,FCMGorilla
321,38.05,38.09,0.23,FCMGorilla
113,13.29,13.19,0.81,FCMGorilla
577,43.58,37.26,0.15,FCMGorilla
745,31.12,30.34,0.3,FCMGorilla
78,35.76,31.75,0.3,FCMGorilla
583,44.98,45.32,0.15,FCMGorilla
147,7.39,12.43,0.79,FCMGorilla
375,29.11,30.31,0.32,FCMGorilla
711,11.96,13.43,0.82,FCMGorilla
523,20.97,17.45,0.43,FCMGorilla
2,30.01,19.57,0.28,FCMGorilla
381,27.67,27.01,0.24,FCMGorilla
178,8.57,13.74,0.8,FCMGorilla
944,36.28,42.33,0.18,FCMGorilla
13,31.27,32.31,0.29,FCMGorilla
1024,22.55,16.32,0.33,FCMGorilla
386,39.79,25.88,0.18,FCMGorilla
5,41.21,23.91,0.28,FCMGorilla
988,25.58,24.99,0.37,FCMGorilla
524,18.58,19.07,0.44,FCMGorilla
716,13.99,10.19,0.77,FCMGorilla
372,22.94,17.2,0.3,FCMGorilla
140,8.77,7.28,0.83,FCMGorilla
1023,20.14,23.39,0.38,FCMGorilla
14,19.68,31.54,0.21,FCMGorilla
943,37.82,37.64,0.17,FCMGorilla
729,9.19,7.26,0.78,FCMGorilla
182,9.86,10.56,0.94,FCMGorilla
344,37.06,35.72,0.25,FCMGorilla
176,11.96,7.36,0.81,FCMGorilla
512,15.89,10.79,0.43,FCMGorilla
720,13.31,13.0,0.82,FCMGorilla
981,35.77,34.25,0.22,FCMGorilla
1015,28.13,21.52,0.38,FCMGorilla
22,13.26,17.77,0.28,FCMGorilla
149,9.01,7.86,0.82,FCMGorilla
975,31.25,27.71,0.37,FCMGorilla
727,12.23,13.7,0.79,FCMGorilla
515,18.21,13.61,0.44,FCMGorilla
171,12.04,7.79,0.78,FCMGorilla
343,34.29,18.27,0.24,FCMGorilla
185,13.02,13.08,0.83,FCMGorilla
972,27.53,28.78,0.35,FCMGorilla
718,11.43,6.83,0.85,FCMGorilla
25,38.95,23.01,0.23,FCMGorilla
1012,26.93,29.62,0.34,FCMGorilla
388,38.83,37.28,0.24,FCMGorilla
986,35.22,32.22,0.29,FCMGorilla
Average,23,22,0.4,FCMGorilla
