File Name,Compression Throughput (mb/s),Decompression Throughput (mb/s),Compression Ratio,Method
334,109.36,148.79,0.69,SprintzRef
106,83.47,115.79,0.73,SprintzRef
99,88.27,138.66,0.48,SprintzRef
562,80.08,82.03,0.6,SprintzRef
750,143.79,186.99,0.52,SprintzRef
52,75.18,75.44,0.61,SprintzRef
139,64.88,82.89,0.72,SprintzRef
905,77.15,131.38,0.51,SprintzRef
757,144.14,191.45,0.58,SprintzRef
565,122.47,164.83,0.64,SprintzRef
101,75.86,107.46,0.58,SprintzRef
333,73.24,110.59,0.7,SprintzRef
591,121.9,161.87,0.53,SprintzRef
902,62.33,85.5,0.49,SprintzRef
768,77.51,94.34,0.53,SprintzRef
55,111.03,155.07,0.61,SprintzRef
137,106.32,148.78,0.71,SprintzRef
305,71.34,83.47,0.53,SprintzRef
761,137.95,175.27,0.55,SprintzRef
553,97.95,138.08,0.49,SprintzRef
795,127.06,124.48,0.57,SprintzRef
97,99.14,136.77,0.51,SprintzRef
108,102.7,149.01,0.73,SprintzRef
934,118.34,154.62,0.67,SprintzRef
598,58.61,77.15,0.64,SprintzRef
63,64.68,147.03,0.62,SprintzRef
1054,62.34,77.76,0.67,SprintzRef
792,124.2,185.38,0.59,SprintzRef
554,124.01,165.26,0.47,SprintzRef
766,119.24,172.16,0.59,SprintzRef
302,73.23,101.5,0.56,SprintzRef
130,40.54,77.48,0.78,SprintzRef
1053,80.06,115.8,0.69,SprintzRef
64,87.21,151.75,0.62,SprintzRef
933,82.07,140.03,0.59,SprintzRef
759,143.12,171.41,0.55,SprintzRef
90,114.8,152.3,0.62,SprintzRef
419,111.07,149.91,0.49,SprintzRef
841,130.81,187.64,0.53,SprintzRef
270,144.28,198.29,0.54,SprintzRef
426,96.83,126.89,0.76,SprintzRef
614,109.79,54.04,0.59,SprintzRef
284,69.43,89.24,0.6,SprintzRef
248,80.35,127.85,0.55,SprintzRef
846,131.65,187.55,0.58,SprintzRef
283,135.03,153.13,0.58,SprintzRef
613,79.17,125.68,0.55,SprintzRef
421,105.48,149.92,0.47,SprintzRef
879,118.02,166.39,0.51,SprintzRef
277,120.34,175.03,0.56,SprintzRef
884,107.44,145.13,0.65,SprintzRef
428,55.4,68.14,0.76,SprintzRef
870,55.72,79.95,0.64,SprintzRef
241,92.91,121.15,0.53,SprintzRef
625,92.01,103.47,0.6,SprintzRef
417,81.91,110.52,0.72,SprintzRef
877,94.68,134.91,0.53,SprintzRef
279,109.27,134.72,0.53,SprintzRef
883,52.48,83.16,0.57,SprintzRef
410,36.95,53.92,0.67,SprintzRef
622,114.59,168.49,0.58,SprintzRef
246,154.06,200.17,0.54,SprintzRef
848,92.07,129.36,0.53,SprintzRef
676,86.15,138.96,0.79,SprintzRef
444,66.8,86.62,0.73,SprintzRef
212,115.24,168.59,0.53,SprintzRef
682,94.44,110.36,0.81,SprintzRef
823,130.23,181.55,0.56,SprintzRef
649,103.65,98.98,0.76,SprintzRef
685,112.26,141.27,0.71,SprintzRef
215,65.34,93.07,0.59,SprintzRef
443,65.01,86.12,0.74,SprintzRef
671,65.31,104.33,0.8,SprintzRef
488,77.35,86.76,0.74,SprintzRef
824,129.6,177.57,0.57,SprintzRef
481,88.43,131.98,0.76,SprintzRef
475,46.4,130.13,0.75,SprintzRef
647,116.16,150.88,0.71,SprintzRef
223,25.91,90.81,0.53,SprintzRef
812,109.34,115.22,0.55,SprintzRef
678,82.49,106.71,0.75,SprintzRef
224,108.13,138.13,0.54,SprintzRef
640,58.31,153.03,0.72,SprintzRef
472,105.53,145.95,0.75,SprintzRef
486,99.34,144.09,0.74,SprintzRef
815,148.85,191.43,0.53,SprintzRef
882,111.43,168.82,0.58,SprintzRef
278,63.74,86.73,0.59,SprintzRef
876,60.92,71.03,0.67,SprintzRef
623,69.68,91.3,0.55,SprintzRef
411,87.72,115.72,0.67,SprintzRef
849,131.57,190.67,0.48,SprintzRef
247,82.26,96.24,0.54,SprintzRef
429,55.65,140.0,0.76,SprintzRef
871,106.24,155.39,0.66,SprintzRef
885,80.47,75.6,0.71,SprintzRef
240,53.67,94.42,0.54,SprintzRef
416,58.33,83.68,0.68,SprintzRef
624,66.02,108.76,0.43,SprintzRef
847,82.32,138.12,0.6,SprintzRef
249,130.24,184.22,0.55,SprintzRef
420,107.6,141.5,0.59,SprintzRef
612,117.53,182.39,0.46,SprintzRef
276,149.34,201.69,0.53,SprintzRef
878,105.31,119.3,0.61,SprintzRef
282,66.35,82.16,0.54,SprintzRef
418,46.63,76.36,0.67,SprintzRef
840,137.16,31.12,0.54,SprintzRef
285,70.87,89.03,0.54,SprintzRef
271,151.51,202.29,0.54,SprintzRef
615,131.5,171.36,0.57,SprintzRef
427,82.27,120.1,0.75,SprintzRef
487,82.27,113.6,0.77,SprintzRef
225,142.9,187.72,0.59,SprintzRef
473,55.65,50.89,0.77,SprintzRef
641,109.24,105.27,0.72,SprintzRef
814,83.64,93.48,0.54,SprintzRef
646,78.68,130.17,0.73,SprintzRef
474,42.54,69.86,0.76,SprintzRef
222,147.31,198.67,0.54,SprintzRef
480,110.62,142.49,0.77,SprintzRef
813,156.4,202.88,0.53,SprintzRef
679,65.73,87.19,0.76,SprintzRef
214,76.11,100.27,0.53,SprintzRef
670,46.45,92.63,0.72,SprintzRef
442,61.69,60.93,0.75,SprintzRef
684,64.93,67.42,0.72,SprintzRef
825,132.02,148.84,0.54,SprintzRef
489,111.02,144.66,0.74,SprintzRef
683,69.36,88.07,0.7,SprintzRef
445,84.01,108.79,0.74,SprintzRef
677,101.38,154.76,0.7,SprintzRef
213,123.8,198.15,0.54,SprintzRef
822,71.34,79.35,0.54,SprintzRef
648,56.1,64.46,0.76,SprintzRef
458,103.26,133.19,0.73,SprintzRef
800,79.41,102.73,0.53,SprintzRef
493,99.66,141.22,0.77,SprintzRef
231,59.94,46.91,0.55,SprintzRef
655,60.42,87.35,0.73,SprintzRef
467,82.18,107.62,0.71,SprintzRef
807,145.67,207.43,0.52,SprintzRef
209,93.13,143.8,0.74,SprintzRef
699,89.02,66.38,0.79,SprintzRef
460,54.1,68.73,0.76,SprintzRef
652,43.1,73.97,0.73,SprintzRef
236,111.58,187.76,0.54,SprintzRef
838,147.99,208.51,0.52,SprintzRef
494,97.0,140.99,0.77,SprintzRef
469,60.33,95.48,0.73,SprintzRef
831,112.76,157.12,0.53,SprintzRef
200,55.29,73.28,0.72,SprintzRef
456,64.05,73.98,0.74,SprintzRef
664,71.39,93.07,0.69,SprintzRef
690,76.27,116.87,0.71,SprintzRef
238,144.94,205.27,0.53,SprintzRef
836,107.95,192.51,0.58,SprintzRef
697,86.9,147.46,0.71,SprintzRef
663,108.72,136.79,0.73,SprintzRef
451,77.04,111.04,0.74,SprintzRef
809,147.31,184.05,0.54,SprintzRef
207,114.83,148.27,0.71,SprintzRef
405,80.1,118.21,0.64,SprintzRef
637,42.0,69.18,0.75,SprintzRef
253,107.09,177.82,0.53,SprintzRef
896,59.27,81.44,0.6,SprintzRef
298,107.77,96.56,0.53,SprintzRef
862,96.1,119.37,0.52,SprintzRef
608,96.86,163.43,0.63,SprintzRef
254,133.69,173.07,0.58,SprintzRef
630,134.7,198.27,0.48,SprintzRef
402,86.17,141.89,0.66,SprintzRef
865,90.69,118.61,0.58,SprintzRef
891,61.19,76.29,0.63,SprintzRef
606,72.73,100.5,0.41,SprintzRef
434,60.69,71.65,0.75,SprintzRef
262,96.92,191.27,0.53,SprintzRef
898,86.2,139.14,0.63,SprintzRef
296,138.57,192.0,0.58,SprintzRef
853,124.9,172.51,0.54,SprintzRef
639,86.57,114.23,0.71,SprintzRef
291,142.64,156.3,0.58,SprintzRef
265,154.58,196.8,0.55,SprintzRef
433,57.23,67.14,0.73,SprintzRef
601,75.67,146.13,0.49,SprintzRef
854,103.72,132.13,0.62,SprintzRef
837,112.81,145.23,0.55,SprintzRef
239,132.1,197.33,0.55,SprintzRef
450,113.1,146.01,0.75,SprintzRef
662,88.4,127.38,0.78,SprintzRef
206,104.34,77.51,0.73,SprintzRef
808,85.48,187.76,0.59,SprintzRef
696,53.54,77.82,0.78,SprintzRef
468,63.35,66.56,0.73,SprintzRef
830,131.24,178.77,0.57,SprintzRef
691,56.77,85.1,0.73,SprintzRef
201,61.69,62.99,0.84,SprintzRef
665,93.46,138.07,0.77,SprintzRef
457,79.43,137.13,0.74,SprintzRef
698,68.38,118.28,0.7,SprintzRef
208,62.55,115.07,0.82,SprintzRef
806,111.23,190.93,0.57,SprintzRef
495,58.5,66.4,0.77,SprintzRef
653,93.99,126.05,0.8,SprintzRef
461,70.83,145.03,0.76,SprintzRef
839,149.76,195.72,0.54,SprintzRef
237,100.4,173.69,0.59,SprintzRef
459,84.05,141.52,0.76,SprintzRef
801,147.37,195.29,0.55,SprintzRef
230,112.04,145.07,0.53,SprintzRef
466,83.5,144.49,0.76,SprintzRef
654,63.3,73.59,0.71,SprintzRef
492,84.73,70.42,0.75,SprintzRef
264,94.68,125.76,0.58,SprintzRef
600,78.14,110.09,0.52,SprintzRef
432,70.82,106.65,0.74,SprintzRef
290,126.09,197.15,0.54,SprintzRef
855,103.91,116.96,0.71,SprintzRef
297,81.72,104.9,0.6,SprintzRef
899,108.99,140.97,0.6,SprintzRef
435,101.26,126.52,0.73,SprintzRef
607,114.79,84.7,0.63,SprintzRef
263,72.68,101.5,0.53,SprintzRef
852,83.12,135.68,0.65,SprintzRef
638,89.41,5.65,0.8,SprintzRef
255,138.64,142.2,0.55,SprintzRef
403,117.12,164.42,0.61,SprintzRef
631,130.49,183.78,0.45,SprintzRef
890,91.6,123.57,0.59,SprintzRef
864,110.32,161.24,0.58,SprintzRef
636,117.62,153.25,0.72,SprintzRef
404,105.7,88.36,0.51,SprintzRef
252,85.66,117.98,0.53,SprintzRef
863,82.76,110.61,0.68,SprintzRef
609,101.02,139.0,0.52,SprintzRef
299,120.0,185.71,0.59,SprintzRef
897,88.76,118.4,0.64,SprintzRef
46,112.63,171.19,0.57,SprintzRef
549,120.89,162.34,0.65,SprintzRef
911,89.99,122.87,0.58,SprintzRef
582,123.33,168.24,0.54,SprintzRef
79,106.8,135.29,0.69,SprintzRef
112,62.07,76.14,0.72,SprintzRef
320,68.76,90.71,0.65,SprintzRef
744,118.37,149.29,0.53,SprintzRef
576,107.98,150.58,0.43,SprintzRef
916,93.9,130.77,0.56,SprintzRef
318,125.54,175.24,0.52,SprintzRef
788,134.95,64.78,0.53,SprintzRef
41,112.26,154.35,0.61,SprintzRef
571,124.88,169.07,0.6,SprintzRef
743,105.61,154.53,0.53,SprintzRef
327,71.61,111.43,0.64,SprintzRef
115,97.39,139.08,0.72,SprintzRef
929,41.74,61.1,0.61,SprintzRef
585,65.94,78.09,0.63,SprintzRef
1049,64.09,73.5,0.67,SprintzRef
83,75.57,142.7,0.65,SprintzRef
578,124.25,150.52,0.49,SprintzRef
920,125.64,170.9,0.53,SprintzRef
1040,28.01,106.6,0.68,SprintzRef
77,122.72,163.15,0.54,SprintzRef
311,157.83,202.21,0.53,SprintzRef
123,105.24,121.78,0.77,SprintzRef
547,70.99,108.72,0.49,SprintzRef
775,85.98,100.91,0.52,SprintzRef
48,108.91,155.77,0.6,SprintzRef
781,134.34,102.4,0.55,SprintzRef
70,104.32,147.3,0.74,SprintzRef
1047,96.53,156.17,0.61,SprintzRef
329,104.41,136.3,0.69,SprintzRef
927,106.02,161.03,0.53,SprintzRef
84,67.51,131.31,0.68,SprintzRef
786,53.26,31.71,0.55,SprintzRef
772,68.22,85.32,0.6,SprintzRef
540,76.84,90.49,0.5,SprintzRef
124,108.66,132.54,0.73,SprintzRef
918,71.7,117.71,0.65,SprintzRef
316,89.38,136.41,0.61,SprintzRef
184,67.85,87.13,0.74,SprintzRef
514,70.83,97.19,0.76,SprintzRef
726,67.0,74.31,0.82,SprintzRef
342,60.75,78.29,0.63,SprintzRef
170,38.38,65.24,0.85,SprintzRef
1013,47.4,41.1,0.62,SprintzRef
24,27.99,132.62,0.63,SprintzRef
987,88.96,154.5,0.68,SprintzRef
389,81.25,125.34,0.71,SprintzRef
973,96.17,171.31,0.6,SprintzRef
719,75.71,132.7,0.71,SprintzRef
177,37.47,46.69,0.71,SprintzRef
345,62.47,65.45,0.65,SprintzRef
721,42.98,47.37,0.72,SprintzRef
513,102.33,132.68,0.75,SprintzRef
183,56.77,71.61,0.73,SprintzRef
974,68.87,138.86,0.68,SprintzRef
148,112.5,109.33,0.73,SprintzRef
980,119.37,150.83,0.68,SprintzRef
23,94.4,135.47,0.55,SprintzRef
1014,102.05,136.21,0.63,SprintzRef
717,59.06,72.48,0.74,SprintzRef
525,62.86,72.89,0.7,SprintzRef
141,55.66,71.09,0.74,SprintzRef
373,54.7,68.58,0.76,SprintzRef
4,72.7,96.85,0.45,SprintzRef
989,113.16,150.86,0.65,SprintzRef
387,111.35,108.27,0.57,SprintzRef
942,60.98,73.85,0.61,SprintzRef
728,109.43,143.73,0.71,SprintzRef
15,70.75,80.75,0.63,SprintzRef
1022,67.81,73.97,0.67,SprintzRef
380,70.62,94.35,0.45,SprintzRef
3,114.3,148.73,0.63,SprintzRef
374,98.89,148.11,0.6,SprintzRef
146,65.28,59.86,0.69,SprintzRef
522,56.6,73.32,0.74,SprintzRef
710,90.09,125.75,0.8,SprintzRef
1025,115.92,152.54,0.53,SprintzRef
12,94.94,127.08,0.58,SprintzRef
945,99.23,160.55,0.55,SprintzRef
179,37.74,43.83,0.73,SprintzRef
926,63.54,122.95,0.62,SprintzRef
328,62.64,79.96,0.61,SprintzRef
85,93.79,134.01,0.54,SprintzRef
1046,86.72,125.05,0.61,SprintzRef
71,131.92,192.48,0.42,SprintzRef
541,124.03,184.84,0.46,SprintzRef
773,129.29,177.4,0.57,SprintzRef
317,107.73,183.73,0.55,SprintzRef
919,58.24,83.73,0.61,SprintzRef
125,56.41,74.58,0.8,SprintzRef
787,104.71,204.02,0.53,SprintzRef
76,80.48,132.88,0.35,SprintzRef
1041,88.13,115.15,0.65,SprintzRef
579,77.31,163.08,0.51,SprintzRef
82,105.09,146.67,0.62,SprintzRef
921,67.37,83.27,0.56,SprintzRef
780,67.29,62.01,0.55,SprintzRef
49,74.58,105.34,0.43,SprintzRef
122,16.64,133.35,0.74,SprintzRef
310,126.04,197.96,0.54,SprintzRef
774,91.98,82.82,0.54,SprintzRef
546,97.65,133.89,0.53,SprintzRef
40,102.02,168.54,0.61,SprintzRef
789,162.17,208.17,0.52,SprintzRef
319,4.99,76.77,0.68,SprintzRef
917,69.26,82.04,0.53,SprintzRef
1048,117.15,152.34,0.6,SprintzRef
584,115.39,120.76,0.6,SprintzRef
742,157.61,202.59,0.53,SprintzRef
570,122.11,180.84,0.46,SprintzRef
928,106.77,146.4,0.64,SprintzRef
114,98.4,125.33,0.81,SprintzRef
326,121.78,168.99,0.53,SprintzRef
548,139.56,194.85,0.48,SprintzRef
910,77.82,87.2,0.44,SprintzRef
47,64.53,78.3,0.63,SprintzRef
321,111.3,151.94,0.55,SprintzRef
113,60.54,85.87,0.73,SprintzRef
577,61.51,92.3,0.55,SprintzRef
745,144.42,181.62,0.51,SprintzRef
78,114.17,147.24,0.63,SprintzRef
583,123.38,147.48,0.54,SprintzRef
147,61.26,76.35,0.71,SprintzRef
375,85.01,121.93,0.66,SprintzRef
711,83.44,107.61,0.74,SprintzRef
523,92.21,140.81,0.74,SprintzRef
2,117.24,139.38,0.67,SprintzRef
381,62.12,83.68,0.64,SprintzRef
178,106.62,133.92,0.72,SprintzRef
944,81.23,110.69,0.67,SprintzRef
13,91.61,121.82,0.62,SprintzRef
1024,120.74,160.38,0.65,SprintzRef
386,113.94,194.18,0.41,SprintzRef
5,112.89,165.07,0.55,SprintzRef
988,114.08,162.01,0.65,SprintzRef
524,102.53,141.45,0.77,SprintzRef
716,68.35,79.55,0.7,SprintzRef
372,60.58,77.36,0.67,SprintzRef
140,63.23,71.17,0.73,SprintzRef
1023,51.06,78.58,0.67,SprintzRef
14,62.45,89.18,0.51,SprintzRef
943,44.44,85.58,0.56,SprintzRef
729,52.1,69.59,0.71,SprintzRef
182,46.3,62.36,0.88,SprintzRef
344,41.35,71.65,0.7,SprintzRef
176,31.12,45.8,0.73,SprintzRef
512,57.97,72.57,0.75,SprintzRef
720,60.17,66.28,0.72,SprintzRef
981,115.95,180.99,0.47,SprintzRef
1015,114.52,161.19,0.66,SprintzRef
22,84.16,161.99,0.66,SprintzRef
149,101.66,143.39,0.73,SprintzRef
975,121.73,159.77,0.64,SprintzRef
727,101.63,152.73,0.71,SprintzRef
515,98.31,140.37,0.77,SprintzRef
171,65.47,73.45,0.7,SprintzRef
343,69.93,122.19,0.59,SprintzRef
185,64.74,71.52,0.74,SprintzRef
972,85.93,124.31,0.62,SprintzRef
718,95.26,113.39,0.77,SprintzRef
25,118.08,152.67,0.53,SprintzRef
1012,107.67,123.87,0.65,SprintzRef
388,57.33,78.34,0.6,SprintzRef
986,19.74,66.66,0.57,SprintzRef
Average,89,123,0.63,SprintzRef
