File Name,Compression Throughput (mb/s),Decompression Throughput (mb/s),Compression Ratio,Method
956,139.86,482.98,0.78,ToBinary
358,496.72,1222.8,0.84,ToBinary
1036,521.25,1219.93,0.79,ToBinary
531,560.86,1402.42,0.82,ToBinary
703,534.42,1340.08,0.86,ToBinary
367,402.69,1013.68,0.84,ToBinary
969,435.56,1068.75,0.79,ToBinary
155,551.25,1342.0,0.83,ToBinary
393,386.58,1007.99,0.86,ToBinary
1009,524.16,1322.35,0.77,ToBinary
199,353.59,900.22,0.76,ToBinary
1031,327.25,781.7,0.78,ToBinary
509,542.21,1354.87,0.84,ToBinary
951,497.83,1220.66,0.85,ToBinary
39,544.21,1333.6,0.78,ToBinary
394,399.16,1004.89,0.85,ToBinary
152,287.25,747.81,0.94,ToBinary
360,354.97,1014.56,0.83,ToBinary
704,452.39,1103.1,0.76,ToBinary
536,423.85,1066.81,0.82,ToBinary
596,235.48,485.27,0.76,ToBinary
334,379.04,724.61,0.84,ToBinary
106,484.23,1295.91,0.8,ToBinary
99,437.39,1110.14,0.76,ToBinary
562,420.58,1063.67,0.82,ToBinary
750,604.91,1464.09,0.57,ToBinary
52,596.38,1446.48,0.76,ToBinary
139,507.52,1276.52,0.8,ToBinary
905,499.16,1230.28,0.85,ToBinary
757,682.78,825.86,0.62,ToBinary
565,513.17,1310.87,0.82,ToBinary
101,604.13,1433.13,0.77,ToBinary
333,391.26,992.93,0.85,ToBinary
591,604.04,1475.41,0.76,ToBinary
902,308.16,748.07,0.85,ToBinary
768,566.73,1325.43,0.58,ToBinary
