File Name,Compression Throughput (mb/s),Decompression Throughput (mb/s),Compression Ratio,Method
596,448.9,329.1,0.06,GorillaRef
334,204.39,145.66,0.15,GorillaRef
106,69.87,81.22,0.77,GorillaRef
99,253.15,180.2,0.1,GorillaRef
562,280.22,186.04,0.07,GorillaRef
750,29.24,124.22,0.21,GorillaRef
52,178.76,150.61,0.16,GorillaRef
139,33.26,81.07,0.73,GorillaRef
905,348.41,214.1,0.04,GorillaRef
757,199.29,178.17,0.21,GorillaRef
565,284.56,191.83,0.07,GorillaRef
101,206.07,171.15,0.13,GorillaRef
333,185.79,132.69,0.13,GorillaRef
591,307.05,205.71,0.06,GorillaRef
902,271.35,161.85,0.05,GorillaRef
768,175.97,172.24,0.2,GorillaRef
55,351.22,283.22,0.11,GorillaRef
137,51.76,53.94,0.77,GorillaRef
305,173.98,168.37,0.25,GorillaRef
761,28.76,180.78,0.2,GorillaRef
553,312.38,209.38,0.05,GorillaRef
795,155.48,174.02,0.21,GorillaRef
97,19.93,161.67,0.1,GorillaRef
108,61.93,75.62,0.79,GorillaRef
934,223.28,146.28,0.06,GorillaRef
598,235.88,175.98,0.08,GorillaRef
63,231.05,171.05,0.1,GorillaRef
1054,17.67,85.22,0.17,GorillaRef
792,97.58,88.94,0.22,GorillaRef
554,292.75,111.2,0.04,GorillaRef
766,147.35,111.97,0.22,GorillaRef
302,143.55,101.78,0.22,GorillaRef
130,9.94,57.57,0.85,GorillaRef
1053,42.68,92.91,0.17,GorillaRef
64,310.03,117.48,0.11,GorillaRef
933,278.5,42.54,0.06,GorillaRef
759,177.9,100.08,0.19,GorillaRef
90,184.28,98.49,0.16,GorillaRef
419,205.76,94.94,0.04,GorillaRef
841,84.75,118.1,0.22,GorillaRef
270,156.46,78.83,0.22,GorillaRef
426,54.93,68.47,0.28,GorillaRef
614,232.53,95.15,0.07,GorillaRef
284,88.36,71.89,0.29,GorillaRef
248,85.83,116.87,0.22,GorillaRef
846,133.34,95.95,0.21,GorillaRef
283,131.49,107.3,0.24,GorillaRef
613,285.05,120.01,0.06,GorillaRef
421,207.43,91.15,0.09,GorillaRef
879,364.67,122.57,0.04,GorillaRef
277,147.82,108.54,0.24,GorillaRef
884,23.04,84.67,0.06,GorillaRef
428,108.17,34.8,0.27,GorillaRef
870,305.62,128.98,0.06,GorillaRef
241,139.65,100.19,0.22,GorillaRef
625,176.82,68.51,0.07,GorillaRef
417,307.08,151.19,0.12,GorillaRef
877,271.12,136.86,0.05,GorillaRef
279,8.51,94.15,0.21,GorillaRef
883,470.54,159.83,0.05,GorillaRef
410,307.48,63.35,0.11,GorillaRef
622,289.79,50.94,0.06,GorillaRef
246,141.16,119.75,0.2,GorillaRef
848,256.87,96.26,0.06,GorillaRef
676,25.0,74.07,0.83,GorillaRef
444,195.52,132.16,0.27,GorillaRef
212,171.4,113.83,0.22,GorillaRef
682,45.41,78.89,0.86,GorillaRef
823,191.99,202.55,0.21,GorillaRef
649,85.08,145.81,0.76,GorillaRef
685,119.75,117.6,0.7,GorillaRef
215,265.22,284.28,0.24,GorillaRef
443,183.38,186.87,0.28,GorillaRef
671,47.09,78.64,0.82,GorillaRef
488,99.51,117.61,0.28,GorillaRef
824,242.46,258.77,0.21,GorillaRef
481,177.58,191.27,0.27,GorillaRef
475,156.71,221.46,0.28,GorillaRef
647,49.42,81.85,0.7,GorillaRef
223,250.77,280.08,0.28,GorillaRef
812,183.41,178.55,0.2,GorillaRef
678,67.72,77.61,0.75,GorillaRef
224,278.33,266.59,0.2,GorillaRef
640,81.56,130.36,0.71,GorillaRef
472,189.94,191.56,0.27,GorillaRef
486,145.48,126.6,0.27,GorillaRef
815,247.81,245.15,0.19,GorillaRef
882,117.65,110.14,0.05,GorillaRef
278,227.93,275.33,0.29,GorillaRef
876,286.22,218.0,0.06,GorillaRef
623,447.06,312.46,0.06,GorillaRef
411,87.45,82.49,0.1,GorillaRef
849,389.01,240.82,0.04,GorillaRef
247,187.38,147.99,0.21,GorillaRef
429,121.32,155.65,0.27,GorillaRef
871,255.89,180.71,0.07,GorillaRef
885,220.35,141.6,0.06,GorillaRef
240,124.25,182.02,0.21,GorillaRef
416,213.46,179.84,0.11,GorillaRef
624,417.72,329.58,0.05,GorillaRef
847,186.4,127.94,0.23,GorillaRef
249,186.8,216.36,0.22,GorillaRef
420,11.69,120.35,0.08,GorillaRef
612,245.4,207.3,0.06,GorillaRef
276,220.83,233.89,0.23,GorillaRef
878,350.73,230.76,0.05,GorillaRef
282,221.23,232.98,0.23,GorillaRef
418,203.22,198.09,0.11,GorillaRef
840,249.65,226.17,0.21,GorillaRef
285,181.8,179.23,0.2,GorillaRef
271,139.46,159.31,0.31,GorillaRef
615,279.94,197.98,0.06,GorillaRef
427,134.69,95.72,0.27,GorillaRef
487,61.62,69.35,0.27,GorillaRef
225,142.66,17.45,0.27,GorillaRef
473,139.82,53.3,0.28,GorillaRef
641,72.72,66.16,0.71,GorillaRef
814,245.2,68.04,0.19,GorillaRef
646,97.84,94.74,0.73,GorillaRef
474,122.46,54.93,0.28,GorillaRef
222,322.14,119.75,0.2,GorillaRef
480,128.91,55.8,0.27,GorillaRef
813,54.83,77.2,0.21,GorillaRef
679,91.58,70.91,0.75,GorillaRef
214,310.29,134.8,0.21,GorillaRef
670,86.11,109.04,0.71,GorillaRef
442,139.56,42.22,0.27,GorillaRef
684,117.69,151.49,0.72,GorillaRef
825,329.02,176.94,0.22,GorillaRef
489,229.85,149.26,0.26,GorillaRef
683,48.31,111.85,0.69,GorillaRef
445,144.53,174.72,0.27,GorillaRef
677,66.13,92.62,0.7,GorillaRef
213,264.36,273.7,0.22,GorillaRef
822,266.63,292.92,0.19,GorillaRef
648,106.57,136.57,0.76,GorillaRef
458,133.79,119.42,0.3,GorillaRef
800,135.38,121.19,0.22,GorillaRef
493,172.89,117.24,0.3,GorillaRef
231,260.39,337.84,0.21,GorillaRef
655,56.58,122.71,0.73,GorillaRef
467,156.59,180.5,0.27,GorillaRef
807,156.2,214.05,0.22,GorillaRef
209,58.58,84.53,0.78,GorillaRef
699,73.47,116.98,0.78,GorillaRef
460,83.09,88.21,0.27,GorillaRef
652,74.9,121.27,0.79,GorillaRef
236,171.59,169.53,0.24,GorillaRef
838,244.88,261.94,0.21,GorillaRef
494,160.44,170.7,0.29,GorillaRef
469,223.73,221.8,0.28,GorillaRef
831,303.85,347.29,0.22,GorillaRef
200,55.7,90.87,0.78,GorillaRef
456,245.32,241.36,0.27,GorillaRef
664,82.14,94.51,0.69,GorillaRef
690,92.15,177.41,0.7,GorillaRef
238,171.22,172.58,0.21,GorillaRef
836,268.56,287.0,0.21,GorillaRef
697,113.61,110.39,0.7,GorillaRef
663,88.28,113.8,0.72,GorillaRef
451,142.82,144.42,0.27,GorillaRef
809,174.14,156.14,0.2,GorillaRef
207,68.74,63.71,0.76,GorillaRef
405,197.14,139.06,0.12,GorillaRef
637,60.34,84.37,0.76,GorillaRef
253,145.69,155.72,0.29,GorillaRef
896,301.52,195.98,0.05,GorillaRef
298,171.15,176.47,0.22,GorillaRef
862,307.57,168.01,0.04,GorillaRef
608,257.4,177.15,0.07,GorillaRef
254,156.21,158.74,0.27,GorillaRef
630,332.32,217.42,0.05,GorillaRef
402,170.46,146.6,0.14,GorillaRef
865,278.25,163.28,0.05,GorillaRef
891,257.1,180.09,0.06,GorillaRef
606,331.81,84.05,0.04,GorillaRef
434,99.88,135.23,0.3,GorillaRef
262,170.0,178.02,0.22,GorillaRef
898,190.41,144.0,0.06,GorillaRef
296,212.77,278.36,0.3,GorillaRef
853,318.5,217.6,0.05,GorillaRef
639,68.05,108.16,0.7,GorillaRef
291,155.84,296.93,0.27,GorillaRef
265,275.22,328.75,0.21,GorillaRef
433,151.3,181.05,0.28,GorillaRef
601,424.68,313.58,0.06,GorillaRef
854,223.84,147.87,0.06,GorillaRef
837,65.38,152.34,0.23,GorillaRef
239,218.18,201.81,0.31,GorillaRef
450,93.42,134.22,0.27,GorillaRef
662,74.52,100.53,0.85,GorillaRef
206,70.94,86.09,0.73,GorillaRef
808,173.12,70.28,0.24,GorillaRef
696,70.29,76.73,0.82,GorillaRef
468,154.61,118.95,0.26,GorillaRef
830,201.6,80.48,0.22,GorillaRef
691,114.36,106.19,0.73,GorillaRef
201,83.02,115.63,0.89,GorillaRef
665,62.02,49.82,0.76,GorillaRef
457,67.82,141.91,0.27,GorillaRef
698,121.24,159.83,0.69,GorillaRef
208,35.13,59.92,0.9,GorillaRef
806,336.44,214.5,0.21,GorillaRef
495,89.83,105.21,0.28,GorillaRef
653,57.47,63.53,0.78,GorillaRef
461,145.85,136.44,0.29,GorillaRef
839,197.21,101.47,0.2,GorillaRef
237,200.92,25.13,0.28,GorillaRef
459,221.54,99.08,0.28,GorillaRef
801,256.95,105.41,0.19,GorillaRef
230,288.1,120.14,0.2,GorillaRef
466,209.51,79.69,0.28,GorillaRef
654,35.69,37.98,0.7,GorillaRef
492,192.52,68.52,0.29,GorillaRef
264,246.98,116.17,0.24,GorillaRef
600,329.07,212.53,0.06,GorillaRef
432,180.97,64.59,0.28,GorillaRef
290,203.72,76.82,0.24,GorillaRef
855,279.83,196.07,0.08,GorillaRef
297,251.83,276.7,0.27,GorillaRef
899,241.74,159.16,0.05,GorillaRef
435,161.34,138.5,0.26,GorillaRef
607,386.13,268.07,0.08,GorillaRef
263,167.92,217.9,0.21,GorillaRef
852,213.6,159.92,0.06,GorillaRef
638,91.8,136.67,0.79,GorillaRef
255,151.46,152.61,0.25,GorillaRef
403,243.6,153.0,0.1,GorillaRef
631,299.95,152.87,0.05,GorillaRef
890,181.74,130.96,0.05,GorillaRef
864,288.03,266.65,0.05,GorillaRef
636,63.99,93.43,0.71,GorillaRef
404,220.44,168.01,0.06,GorillaRef
252,186.26,223.33,0.22,GorillaRef
863,277.9,192.41,0.07,GorillaRef
609,302.75,196.29,0.06,GorillaRef
299,122.15,143.8,0.26,GorillaRef
897,250.99,162.46,0.06,GorillaRef
46,183.8,161.15,0.15,GorillaRef
549,333.66,275.84,0.08,GorillaRef
911,391.04,205.46,0.05,GorillaRef
582,303.29,128.74,0.06,GorillaRef
79,195.55,144.71,0.12,GorillaRef
112,62.51,80.5,0.77,GorillaRef
320,198.66,80.11,0.1,GorillaRef
744,138.92,176.94,0.21,GorillaRef
576,236.42,164.65,0.05,GorillaRef
916,304.79,176.01,0.05,GorillaRef
318,264.92,168.5,0.05,GorillaRef
788,159.43,171.86,0.21,GorillaRef
41,189.43,144.2,0.14,GorillaRef
571,308.81,214.71,0.06,GorillaRef
743,286.43,314.27,0.21,GorillaRef
327,101.19,74.27,0.09,GorillaRef
115,31.87,3.75,0.78,GorillaRef
929,302.81,140.84,0.05,GorillaRef
585,166.67,106.59,0.08,GorillaRef
1049,145.83,105.16,0.18,GorillaRef
83,128.65,176.2,0.11,GorillaRef
578,310.93,177.06,0.05,GorillaRef
920,307.15,155.58,0.04,GorillaRef
1040,286.16,230.42,0.18,GorillaRef
77,212.4,151.63,0.13,GorillaRef
311,179.86,157.01,0.22,GorillaRef
123,112.74,149.44,0.82,GorillaRef
547,280.54,76.05,0.06,GorillaRef
775,154.99,131.16,0.21,GorillaRef
48,235.02,167.38,0.09,GorillaRef
781,142.37,150.83,0.23,GorillaRef
70,182.08,131.66,0.13,GorillaRef
1047,298.99,228.69,0.16,GorillaRef
329,195.75,104.79,0.11,GorillaRef
927,327.19,177.39,0.04,GorillaRef
84,291.98,241.36,0.15,GorillaRef
786,209.92,187.59,0.19,GorillaRef
772,111.67,149.97,0.22,GorillaRef
540,304.55,181.45,0.05,GorillaRef
124,67.92,76.05,0.72,GorillaRef
918,273.87,177.24,0.06,GorillaRef
316,126.19,149.2,0.29,GorillaRef
184,68.5,80.1,0.74,GorillaRef
514,136.11,104.51,0.28,GorillaRef
726,61.42,77.26,0.88,GorillaRef
342,133.56,108.57,0.08,GorillaRef
170,27.31,25.35,0.9,GorillaRef
1013,185.15,152.14,0.14,GorillaRef
24,219.96,121.7,0.11,GorillaRef
987,145.84,141.21,0.2,GorillaRef
389,166.07,133.44,0.18,GorillaRef
973,308.86,262.82,0.16,GorillaRef
719,70.59,166.23,0.7,GorillaRef
177,110.03,162.62,0.76,GorillaRef
345,340.93,167.22,0.11,GorillaRef
721,45.19,53.27,0.72,GorillaRef
513,244.65,251.9,0.28,GorillaRef
183,117.14,153.13,0.73,GorillaRef
974,312.36,165.9,0.17,GorillaRef
148,73.66,86.61,0.73,GorillaRef
980,180.08,160.52,0.18,GorillaRef
23,166.3,134.76,0.13,GorillaRef
1014,231.08,266.2,0.14,GorillaRef
717,99.31,85.4,0.73,GorillaRef
525,138.48,125.7,0.27,GorillaRef
141,86.16,145.69,0.8,GorillaRef
373,167.31,175.88,0.2,GorillaRef
4,271.02,191.88,0.08,GorillaRef
989,165.01,49.4,0.16,GorillaRef
387,265.45,164.51,0.06,GorillaRef
942,285.97,145.3,0.06,GorillaRef
728,69.53,91.43,0.7,GorillaRef
15,220.52,176.77,0.11,GorillaRef
1022,216.82,161.68,0.17,GorillaRef
380,211.74,183.96,0.1,GorillaRef
3,151.42,126.95,0.14,GorillaRef
374,328.25,257.76,0.1,GorillaRef
146,91.34,122.28,0.72,GorillaRef
522,120.47,135.35,0.26,GorillaRef
710,57.94,64.78,0.85,GorillaRef
1025,139.9,99.26,0.12,GorillaRef
12,245.76,166.13,0.07,GorillaRef
945,325.29,194.8,0.04,GorillaRef
179,69.0,85.97,0.73,GorillaRef
926,269.57,165.93,0.05,GorillaRef
328,203.53,124.65,0.12,GorillaRef
85,276.07,187.3,0.06,GorillaRef
1046,255.87,203.7,0.14,GorillaRef
71,394.35,300.1,0.09,GorillaRef
541,391.51,172.26,0.05,GorillaRef
773,106.42,137.92,0.21,GorillaRef
317,160.63,169.19,0.21,GorillaRef
919,119.42,90.71,0.06,GorillaRef
125,13.83,76.55,0.86,GorillaRef
787,25.37,183.78,0.21,GorillaRef
76,415.29,149.86,0.08,GorillaRef
1041,167.85,129.56,0.15,GorillaRef
579,289.22,249.94,0.06,GorillaRef
82,188.63,140.15,0.11,GorillaRef
921,280.94,241.55,0.05,GorillaRef
780,135.26,158.84,0.2,GorillaRef
49,250.09,168.45,0.05,GorillaRef
122,67.31,84.33,0.79,GorillaRef
310,293.65,225.24,0.21,GorillaRef
774,236.09,236.99,0.19,GorillaRef
546,143.86,14.54,0.06,GorillaRef
40,186.7,154.96,0.12,GorillaRef
789,151.41,175.89,0.21,GorillaRef
319,187.18,57.2,0.15,GorillaRef
917,294.5,166.55,0.05,GorillaRef
1048,195.95,150.92,0.13,GorillaRef
584,275.4,154.73,0.06,GorillaRef
742,251.89,285.11,0.2,GorillaRef
570,487.29,283.72,0.05,GorillaRef
928,205.44,11.63,0.06,GorillaRef
114,21.02,72.59,0.86,GorillaRef
326,221.08,80.58,0.11,GorillaRef
548,483.46,265.66,0.05,GorillaRef
910,340.16,136.32,0.04,GorillaRef
47,214.77,135.06,0.09,GorillaRef
321,185.64,140.65,0.15,GorillaRef
113,34.77,81.18,0.73,GorillaRef
577,284.9,170.88,0.06,GorillaRef
745,182.27,173.93,0.21,GorillaRef
78,169.5,122.27,0.15,GorillaRef
583,265.61,177.39,0.06,GorillaRef
147,31.05,69.31,0.76,GorillaRef
375,68.14,134.92,0.15,GorillaRef
711,70.12,82.41,0.73,GorillaRef
523,76.32,41.01,0.26,GorillaRef
2,136.62,134.29,0.11,GorillaRef
381,246.36,119.84,0.05,GorillaRef
178,37.48,31.61,0.78,GorillaRef
944,195.43,86.26,0.06,GorillaRef
13,151.5,103.8,0.14,GorillaRef
1024,190.49,129.54,0.16,GorillaRef
386,443.8,79.9,0.07,GorillaRef
5,184.35,153.76,0.14,GorillaRef
988,184.18,152.08,0.16,GorillaRef
524,25.37,196.5,0.28,GorillaRef
716,53.84,80.67,0.69,GorillaRef
372,143.7,88.26,0.13,GorillaRef
140,114.15,69.77,0.73,GorillaRef
1023,84.14,78.99,0.2,GorillaRef
14,196.07,128.17,0.07,GorillaRef
943,391.3,243.01,0.06,GorillaRef
729,110.7,76.33,0.7,GorillaRef
182,78.64,128.17,0.92,GorillaRef
344,222.72,78.53,0.15,GorillaRef
176,69.37,85.17,0.73,GorillaRef
512,100.43,24.73,0.29,GorillaRef
720,90.93,127.75,0.73,GorillaRef
981,186.76,118.83,0.11,GorillaRef
1015,255.56,219.1,0.17,GorillaRef
22,283.44,237.31,0.15,GorillaRef
149,78.32,149.65,0.73,GorillaRef
975,280.15,239.5,0.15,GorillaRef
727,51.07,73.53,0.77,GorillaRef
515,114.63,123.2,0.27,GorillaRef
171,96.69,109.96,0.77,GorillaRef
343,347.67,263.49,0.1,GorillaRef
185,84.38,123.11,0.74,GorillaRef
972,189.18,162.66,0.16,GorillaRef
718,61.38,87.38,0.76,GorillaRef
25,319.76,236.25,0.07,GorillaRef
1012,128.29,150.42,0.16,GorillaRef
388,176.89,206.52,0.1,GorillaRef
986,111.29,105.97,0.15,GorillaRef
Average,171,126,0.28,GorillaRef
